GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),CO₂ in g/km (Average)(g/km),DPF Pressure(psi),DPF Temperature(°C),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine reference torque(Nm),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Turbo Pressure Control(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Thu Jan 02 16:45:00 GMT+05:30 2020,44:59.7,78.53199408,17.34504213,1.78,3.216,428.3470459,30.9,10.14976311,-0.44004953,1.0556078,0.03292074,-,20.3921566,0.01263051,1.00838411,-0.05731079,-0.03219726,27.84313774,13.72549057,-,-,-,-,3.77777767,0.35602096,13.77858543,226.5809937,-,-,90,1.79573512,54.90196228,46.27450943,-,-,1436,1.61003065,0.5196746,0.00866124,6.79386187,-7.03125,2.34375,-,2.34375,3.21600008,428.3470459,30.89999962,17.34504128,78.53199768,30,3.59200048,2.40812039,48,8.41218853,3.38620114,12.22929382,8.17691708,9.56553936,34.54602814,0.06,0.16499999,9.8039217,749,6.40799952,10,19.6078434,17,14.18919086,3.44857192,28.99690819,9.74172878,0.00826889,8,8.15299988,0,-5.3663969,-,12.43900013,12.5,-
Thu Jan 02 16:45:01 GMT+05:30 2020,45:00.7,78.53199987,17.34506349,2.75,3.216,428.493042,17.8,9.85990906,-0.26038861,1.96229649,0.01942319,-,22.35294151,0.00367152,0.99483168,-0.02959552,0.02689609,14.90196133,7.45098066,-,-,-,-,4.26315784,0.421875,13.77858543,226.5809937,-,-,90,3.9741931,54.50980377,29.80392075,-,-,1731.5,1.67362297,0.46214882,0.00770248,6.79165506,-7.03125,0,-,-2.34375,3.21600008,428.493042,17.79999924,17.34506416,78.53199768,30,3.10000038,5.32948065,48,5.22135878,6.18750763,12.22803974,8.17775536,17.47883606,34.54248428,0.19999999,0.22999999,12.15686321,751,9.89999962,13,21.96078491,18,21.91737175,3.48631835,28.6829567,9.8483572,0.01074778,9,9.17099953,0,-8.55722618,-,12.3920002,12.39999962,-
Thu Jan 02 16:45:02 GMT+05:30 2020,45:01.7,78.53199327,17.34509594,3.67,3.216,427.8305664,357.9,9.84553719,-1.83541584,1.6736412,0.04643351,-,20.7843132,0.04969659,1.0306052,-0.10761341,0.06547769,30.58823586,15.29411793,-,-,-,-,5.19047642,0.56185567,13.77858543,226.742157,-,-,90,3.9741931,26.66666794,17.25490189,-,-,1259.5,1.69076431,0.35782167,0.00596369,6.79106045,-7.03125,0,-,0,3.21600008,427.8305664,357.8999939,17.34509659,78.53199005,30,0.78800011,5.32948065,48,3.91601896,8.60628319,12.22749996,8.1781168,24.31153488,34.5409584,0.93000001,0.28,10.58823586,751,13.21199989,14,21.96078491,18,21.91737175,3.95176983,25.30459213,11.1631918,0.01428583,10,10.14999962,0,-9.86256599,-,12.43900013,12.39999962,-
Thu Jan 02 16:45:03 GMT+05:30 2020,45:02.7,78.53197888,17.34513536,4.34,3.216,427.5836792,349.9,9.95093727,-1.75995815,0.3764897,0.04982418,-,20.7843132,-0.00680474,0.98494214,-0.0863691,-0.00948784,30.19607925,15.29411793,-,-,-,-,6.21739149,0.72959185,13.77858543,227.98349,-,-,89,2.43184805,65.49019623,49.41176605,-,-,1322.5,1.7622323,0.79130399,0.0131884,6.78858042,-7.03125,3.90625,-,3.125,3.21600008,427.5836792,349.8999939,17.34513474,78.53198242,30,2.37599945,3.2611618,48,9.42745304,4.44765282,12.22633934,8.17889309,12.56399059,34.53768158,0.12,0.38499999,10.58823586,753,15.62400055,18,20.3921566,11,14.14247036,3.99309325,25.04272079,11.27992439,0.01906194,11,11.1590004,0,-4.35113239,-,12.36800003,12.39999962,-
Thu Jan 02 16:45:04 GMT+05:30 2020,45:03.7,78.53194309,17.34518105,5.23,3.216,425.9492798,345.8,10.46117496,-0.47957492,0.55854607,0.03864468,-,21.56862831,-0.0408276,0.95539546,-0.04327002,-0.03122051,30.58823586,15.29411793,-,-,-,-,7.88461542,1.03015077,13.77858543,229.0569,-,-,89,6.01027536,60.39215851,46.27450943,-,-,1640,1.84636283,0.67905486,0.01131758,6.78566122,-7.03125,4.6875,-,4.6875,3.21600008,425.9492798,345.7999878,17.34518051,78.53194427,30,3.17200089,8.05991173,48,8.70226383,6.8025012,12.22545242,8.17948627,19.21610641,34.53517532,0.81999999,0.39999998,10.98039246,753,18.82799911,22,21.17647171,15.5,37.59755325,4.16876602,23.98741531,11.77617455,0.02623403,12,12.1590004,0,-5.0763216,-,12.36800003,12.39999962,-
Thu Jan 02 16:45:05 GMT+05:30 2020,45:04.7,78.53193261,17.34523692,6.14,3.216,425.5825195,345.8,9.42992115,-1.04490781,1.31431961,0.04572426,-,14.90196133,-0.05356872,0.92206383,-0.10272965,0.08537897,14.90196133,7.45098066,-,-,-,-,8.48148155,1.14499998,13.77858543,229.3373108,-,-,89,6.01027536,61.96078491,19.6078434,-,-,1520.5,1.90168035,0.38634732,0.00643912,6.78374147,-7.03125,0,-,7.03125,3.21600008,425.5825195,345.7999878,17.34523773,78.53192902,30,5.17200089,8.05991173,48,4.35113192,13.66430569,12.22460175,8.18005562,38.59973526,34.53277206,0.625,0.41999999,4.70588255,754,22.10399818,24,22.35294151,15,37.59755325,4.33703184,23.0567646,12.25150204,0.02910264,13,13.12300014,0,-9.42745399,-,12.22700024,12.39999962,-
Thu Jan 02 16:45:06 GMT+05:30 2020,45:05.7,78.53192086,17.34529892,6.84,3.216,425.4418945,348.3,10.16054153,-0.97543895,0.91786784,0.01091322,-,20,0.01031578,1.00044811,-0.08832259,0.00650644,32.15686417,16.07843208,-,-,-,-,9.62068939,1.38118815,13.77858543,229.5672302,-,-,88,3.61925507,58.4313736,42.74509811,-,-,1209,1.95403588,0.68765891,0.01146098,6.78192472,-7.03125,0,-,0,3.21600008,425.4418945,348.2999878,17.34529877,78.53192139,31,1.37599945,4.85350084,48,8.84730244,7.67701483,12.22392368,8.18050957,21.68648338,34.53085709,0.79999995,0.125,9.8039217,755,24.62400055,26,19.6078434,15,22.72975731,4.55969715,21.93082428,12.88050079,0.03843291,14,14.11900043,0,-4.931283,-,12.41499996,12.39999962,-
Thu Jan 02 16:45:07 GMT+05:30 2020,45:06.7,78.53191294,17.3453636,7.23,3.216,424.8278809,350.7,9.50058746,0.27859405,0.15969887,0.0367105,-,20,0.07151874,1.01155853,-0.2493642,0.14886773,32.15686417,16.07843208,-,-,-,-,10.77419376,1.63725495,13.77858543,229.6678314,-,-,88,5.36480808,59.60784531,45.09803772,-,-,1323.5,2.00280833,0.57642937,0.00960715,6.78023243,-7.03125,2.34375,-,2.34375,3.21600008,424.8278809,350.7000122,17.34536362,78.53191376,30,1.97200012,7.1943264,48,8.99234009,10.30319595,12.22363758,8.1807003,29.10507202,34.53004837,0.075,0.16,9.8039217,757,26.02799988,28,20,13.5,40.85250473,4.91866589,20.33029366,13.89453602,0.0449975,15,15.15499973,0,-4.78624535,-,12.36800003,12.39999962,-
Thu Jan 02 16:45:08 GMT+05:30 2020,45:07.7,78.53189857,17.34542717,8.08,3.216,423.0925293,353.2,10.67197609,-1.80547214,2.34677076,0.14796156,-,20.3921566,0.12934728,1.08786702,-0.18404405,0.13922229,32.15686417,16.07843208,-,-,-,-,11.34375,1.77073169,13.77858543,229.7574005,-,-,88,5.36480808,59.2156868,44.31372452,-,-,1498.5,2.08496189,0.59621751,0.00993696,6.77738142,-7.03125,4.6875,-,4.6875,3.21600008,423.0925293,353.2000122,17.34542656,78.5318985,29,2.97200012,7.1943264,48,8.41218853,10.69910717,12.22341061,8.18085289,30.22346687,34.5294075,0.83999997,0.17999999,9.8039217,758,29.08799934,29,20,14,40.85250473,5.25869179,19.01574135,14.85506153,0.04929625,16,16.17000008,0,-5.3663969,-,12.43900013,12.30000019,-
Thu Jan 02 16:45:09 GMT+05:30 2020,45:08.7,78.53189,17.34549575,8.71,3.216,421.1080322,353.3,10.03956985,-1.20300937,1.59818387,0.05405624,-,10.98039246,0.02996148,0.99763989,-0.13606124,0.11516988,14.90196133,7.45098066,-,-,-,-,13.17142868,2.21634626,13.77858543,229.5435486,-,-,88,6.68779993,24.70588303,20.3921566,-,-,1475,2.12652516,0.33691773,0.00561529,6.77593946,-7.03125,2.34375,-,0,3.21600008,421.1080322,353.2999878,17.34549522,78.53189087,29,1.64400101,8.96848774,48,4.20609426,21.54489326,12.22479916,8.17992306,60.86128235,34.53333282,0.83499998,0.19,1.17647064,758,31.35599899,33,20,-25.5,42.61755753,6.16348076,16.22426033,17.41096306,0.06462125,17,17.13699913,0,-9.57249069,-,11.77900028,12.30000019,-
Thu Jan 02 16:45:10 GMT+05:30 2020,45:09.7,78.53188059,17.34557909,9.37,3.216,420.2712402,352.3,9.93177414,-1.28445566,2.67495155,0.07333103,-,19.2156868,0.17663127,1.16710591,-0.05230496,0.03654149,30.58823586,15.29411793,-,-,-,-,13.72222233,2.36363626,13.77858543,229.2241974,-,-,88,1.90733707,34.90196228,38.82352829,-,-,1178.5,2.16987538,0.52491635,0.00874861,6.77443504,-7.03125,0,-,0,3.21600008,420.2712402,352.2999878,17.34557915,78.53188324,31,1.64400101,2.55778122,48,8.55722618,13.82859612,12.22503853,8.17976284,39.06383133,34.53400803,0.025,0.02,8.62745094,759,33.73199844,33,18.8235302,19.5,15.1777792,6.56690788,15.22755051,18.5505867,0.06865458,18,18.15399933,0,-5.22135925,-,12.41499996,12.39999962,-
Thu Jan 02 16:45:11 GMT+05:30 2020,45:10.7,78.53186708,17.34565662,9.46,3.216,422.6887207,351.6,9.985672,-0.61372173,-0.4499504,0.07367181,-,20,0.11584824,1.07297158,-0.22201517,0.10906515,33.33333206,16.86274529,-,-,-,-,14.84210491,2.67298579,13.77858543,229.1614075,-,-,88,6.12294674,62.35294342,46.66666794,-,-,1245.5,2.21217537,0.55919898,0.00931998,6.77296734,-7.03125,0,-,0,3.21600008,422.6887207,351.6000061,17.34565735,78.53186798,32,1.94400024,8.21100712,48,9.28241539,13.37416744,12.22520924,8.1796484,37.78013611,34.53448868,0.78999996,0.16,9.8039217,760,34.05599976,36,20,12,46.94386292,6.90727091,14.47719669,19.51206398,0.08149084,19,19.15200043,0,-4.49617004,-,12.36800003,12.30000019,-
Thu Jan 02 16:45:12 GMT+05:30 2020,45:11.7,78.53185983,17.3457521,9.8,3.216,421.8563232,351.3,11.48883438,-0.20529261,0.30462533,0.0742832,-,13.33333397,-0.08509857,0.89898819,-0.10590409,0.03068099,14.90196133,7.45098066,-,-,-,-,15.94999981,2.99530506,13.77858543,228.6215668,-,-,88,6.12294674,20.3921566,14.90196037,-,-,1132,2.23834777,0.23567483,0.00392791,6.77205896,-7.8125,-0.78125,-,-0.78125,3.21600008,421.8563232,351.2999878,17.34575272,78.53186035,32,1.72000122,8.21100712,48,3.62594342,34.53367233,12.22853279,8.17742538,97.552742,34.54387665,0.88999999,0.16,3.13725495,762,35.27999878,37,14.11764717,-2.5,46.94386292,8.22281361,12.16103458,23.22828674,0.09101208,20,20.17000008,0,-10.15264225,-,12.29800034,12.30000019,-
Thu Jan 02 16:45:13 GMT+05:30 2020,45:12.7,78.53184353,17.34584628,10.11,3.216,419.7474365,350.7,11.61100388,-0.469993,2.7420249,0.23608869,-,12.54901981,0.22766297,1.2010479,-0.01982803,0.15143166,14.90196133,7.45098066,-,-,-,-,16.9285717,3.3069768,13.77858543,227.9650421,-,-,88,2.07030225,19.6078434,14.11764717,-,-,884.5,2.25458074,0.18405434,0.00306757,6.77149582,-8.59375,-0.78125,-,-1.5625,3.21600008,419.7474365,350.7000122,17.34584618,78.53184509,32,0.39599609,2.77632117,48,3.62594342,44.21909714,12.22871494,8.17730427,124.9127045,34.54439163,0.51999998,0.16,2.74509811,762,36.39599609,36,12.94117641,-1,19.90886879,8.46047592,11.81941986,23.89965057,0.09958,21,21.14800072,0,-10.15264225,-,12.27400017,12.30000019,-
Thu Jan 02 16:45:14 GMT+05:30 2020,45:13.7,78.53183416,17.34593356,9.72,3.216,418.4814453,350.7,9.64192009,-1.23295283,2.2784996,0.06598048,-,12.54901981,-0.12913249,0.86956352,-0.02922924,-0.07004631,14.90196133,7.45098066,-,-,-,-,17.72727203,3.59447002,13.77858543,226.9136963,-,-,88,2.07030225,20,15.29411793,-,-,749.5,2.27752042,0.14447804,0.00240797,6.77069998,-8.59375,0.78125,-,0.78125,3.21600008,418.4814453,350.7000122,17.34593391,78.53183746,31,0.99200058,2.77632117,48,3.77098107,51.76441956,12.22889709,8.1771822,146.2271729,34.54490662,0.065,0.16,2.35294127,764,34.99200058,34,12.54901981,2,19.90886879,8.6774807,11.52384186,24.51265717,0.10969388,22,22.14999962,0,-10.0076046,-,12.27400017,12.30000019,-
Thu Jan 02 16:45:15 GMT+05:30 2020,45:14.7,78.53182572,17.34601764,9.43,3.216,417.4307861,349.8,10.61927605,-0.36698741,1.06998062,0.07058306,-,19.2156868,0.0745662,1.0683322,0.04048626,0.00455294,32.54901886,16.47058868,-,-,-,-,18.76595688,4.0090909,13.77858543,226.3120575,-,-,88,2.07030225,57.64706039,39.2156868,-,-,1240,2.29556346,0.2941311,0.00490218,6.77007389,-7.8125,1.5625,-,0,3.21600008,417.4307861,349.7999878,17.34601784,78.5318222,31,0.05199814,2.77632117,48,8.26715088,25.42683029,12.22907925,8.17706013,71.82720184,34.5454216,0.095,0.16499999,9.01960754,764,33.94800186,34,20,15,19.90886879,8.87641048,11.26558113,25.07460594,0.12264222,23,23.15800095,0,-5.51143456,-,12.27400017,12.30000019,-
Thu Jan 02 16:45:16 GMT+05:30 2020,45:15.7,78.5318163,17.3461069,9.5,3.216,418.2111816,347.7,10.50549126,-1.14671564,1.28078282,0.03708892,-,20,0.23430993,1.23047256,0.03316063,-0.18554695,34.11764908,16.86274529,-,-,-,-,19.10416603,4.14932108,13.77858543,226.2237549,-,-,88,-,45.49019623,45.88235474,-,-,1224.5,2.33293748,0.51483315,0.00858055,6.76877689,-7.03125,0,-,0,3.21600008,418.2111816,347.7000122,17.34610748,78.53181458,31,0.79999924,-,47,8.12211323,14.52668762,12.22942162,8.1768322,41.0358429,34.54638672,0.87,0.185,9.8039217,765,34.20000076,35,17.25490189,18,-,9.10242176,10.98585892,25.71305466,0.12994471,24,24.14100075,0,-5.65647221,-,12.34500027,12.30000019,-
Thu Jan 02 16:45:17 GMT+05:30 2020,45:16.7,78.53180661,17.3461964,9.98,3.216,417.3623047,347.4,11.42894745,-1.62940466,1.19334793,0.11618944,-,17.64705849,0.33363026,1.32106602,-0.00664191,0.07915219,27.84313774,13.72549057,-,-,-,-,19.79999924,4.43946171,13.77858543,225.9147492,-,-,88,4.31666946,43.13725662,32.54901886,-,-,1279,2.37496138,0.45972127,0.00766202,6.76731873,-7.03125,0,-,0,3.21600008,417.3623047,347.3999939,17.34619713,78.53180695,32,1.07200241,5.78874922,47,7.10684919,17.22511482,12.23016453,8.17633438,48.65851974,34.54848862,0.81,0.185,7.45098066,767,35.92799759,37,17.64705849,18.5,32.67560196,9.41483307,10.62131691,26.59557343,0.13954291,25,25.15800095,0,-6.67173624,-,12.20300007,12.30000019,-
Thu Jan 02 16:45:18 GMT+05:30 2020,45:17.7,78.53179506,17.34629409,10.44,3.216,417.1401367,348.2,9.44309616,-1.28206027,2.04613829,0.01256967,-,18.03921509,0.12161696,1.08579147,-0.1232414,0.15106541,27.84313774,13.72549057,-,-,-,-,20.48077011,4.73333311,13.77858543,225.4855194,-,-,88,4.51092768,43.92156982,32.94117737,-,-,1344,2.43908691,0.48377329,0.00806289,6.76509333,-7.03125,0,-,0,3.21600008,417.1401367,348.2000122,17.3462944,78.53179169,32,1.41600418,6.04925346,47,7.10684919,17.27809906,12.23084068,8.17588234,48.80818939,34.55039597,0.81999999,0.185,7.84313726,768,37.58399582,39,18.03921509,18.5,32.4484024,9.68729115,10.32258892,27.36522865,0.15389708,26,26.14599991,0,-6.67173624,-,12.20300007,12.30000019,-
Thu Jan 02 16:45:19 GMT+05:30 2020,45:18.7,78.53177965,17.34639355,10.94,3.216,416.9708252,347.7,10.62646294,-1.70246661,1.74430799,0.09217133,-,18.03921509,-0.03609462,0.89349395,-0.17378817,0.21614133,27.84313774,14.11764717,-,-,-,-,21.18518448,5.03964758,13.77858543,225.3368683,-,-,88,4.89907742,43.52941132,33.33333206,-,-,1375,2.47295666,0.4897863,0.0081631,6.76391792,-7.03125,0,-,0,3.21600008,416.9708252,347.7000122,17.34639359,78.53177643,32,0.61600113,6.56977081,47,7.10684919,17.51508522,12.23162746,8.17535686,49.47764206,34.55261993,0.83999997,0.185,7.84313726,768,39.38399887,40,18.03921509,19.5,34.02308273,9.96685505,10.03304672,28.15495682,0.16209333,27,27.18000031,0,-6.67173624,-,12.27400017,12.30000019,-
Thu Jan 02 16:45:20 GMT+05:30 2020,45:19.7,78.5317637,17.34649702,11.41,3.216,416.4993896,346.5,11.03968239,1.046345,0.04950687,0.11181122,-,14.11764717,0.13079071,1.12534988,0.10666105,-0.09495343,14.90196133,7.45098066,-,-,-,-,21.875,5.34934521,13.77858543,224.7501068,-,-,88,4.89907742,19.6078434,15.29411793,-,-,1204.5,2.50346065,0.2398953,0.00399826,6.76285982,-7.8125,0,-,0,3.21600008,416.4993897,346.5,17.34649658,78.53176117,32,1.07600021,6.56977081,47,3.48090577,37.59380722,12.23437881,8.17351818,106.197197,34.56039429,0.91499996,0.70499998,3.92156863,769,41.07600021,40,14.11764717,-1,34.02308273,10.6827755,9.36066818,30.17733383,0.17422083,28,28.16200066,0,-10.2976799,-,12.27400017,12.30000019,-
Thu Jan 02 16:45:21 GMT+05:30 2020,45:20.7,78.53174395,17.34659795,11.33,3.216,416.0755615,346.5,12.25538826,-0.23643385,3.42593384,0.08150831,-,14.50980377,0.19754234,1.15404189,-0.13410772,0.18867026,14.90196133,7.45098066,-,-,-,-,22.5,5.64935064,13.77858543,224.1696014,-,-,88,4.89907742,25.49019623,18.8235302,-,-,1006,2.52341676,0.26707095,0.00445118,6.76216698,-7.8125,0,-,0,3.21600008,416.0755615,346.5,17.34659767,78.53174591,32,0.7879982,6.56977081,47,4.35113192,32.94485092,12.23759747,8.1713686,93.06455231,34.56948471,0.875,0.55000001,4.31372547,770,40.7879982,40,14.50980377,16.5,34.02308273,11.45563889,8.7291441,32.36056137,0.18305416,29,29.10400009,0,-9.42745399,-,12.36800003,12.5,-
Thu Jan 02 16:45:22 GMT+05:30 2020,45:21.7,78.53172669,17.34669904,11.14,3.216,417.1953125,346.8,6.84519958,0.53131706,3.73255515,0.00952106,-,14.50980377,-0.20311266,0.69777769,0.05416076,0.28048471,14.50980377,7.45098066,-,-,-,-,23.01666641,5.92703867,13.77858543,223.5793762,-,-,88,4.89907742,33.33333206,24.70588303,-,-,804,2.55149984,0.2169589,0.00361598,6.7611928,-7.8125,0,-,0,3.21600008,417.1953125,346.7999878,17.34669876,78.53172302,32,3.10400009,6.56977081,47,5.65647173,39.54042816,12.24038029,8.16951084,111.6961289,34.5773468,0.83499998,0.465,4.31372547,771,40.10400009,37,14.50980377,-2.5,34.02308273,12.08439922,8.27495956,34.13672256,0.19470333,30,30.1609993,0,-8.12211418,-,12.51000023,12.39999962,-
Thu Jan 02 16:45:23 GMT+05:30 2020,45:22.7,78.53171271,17.34679434,10.56,3.216,416.6716919,348,9.90901756,-0.46879524,0.55255735,0.03179079,-,14.11764717,-0.14198041,0.85564494,-0.04192699,-0.05747066,14.90196133,7.45098066,-,-,-,-,23.63492012,6.30932188,13.77858543,222.6764374,-,-,88,-,33.33333206,24.31372643,-,-,744.5,2.57679462,0.21436331,0.00357272,6.76031494,-7.8125,-2.34375,-,-3.125,3.21600008,416.6716919,348,17.34679413,78.53171539,32,2.01599884,-,47,5.51143408,36.94079971,12.24074459,8.16926765,104.3525467,34.57837296,0.79999995,0.435,4.31372547,772,38.01599884,36,14.50980377,1.5,-,12.16804314,8.21807766,34.3730011,0.20688735,31,31.16200066,0,-8.26715088,-,12.4630003,12.5,-
Thu Jan 02 16:45:24 GMT+05:30 2020,45:23.7,78.53170003,17.34688544,10.11,3.216,416.4373169,347.9,9.48741341,-1.9575851,2.98277044,0.04749113,-,14.11764717,0.04643808,1.01290154,-0.14961363,0.11431521,14.50980377,7.45098066,-,-,-,-,23.98461533,6.55042028,13.77858543,222.0802612,-,-,88,-,33.72549057,24.70588303,-,-,751.5,2.59908319,0.21608874,0.00360148,6.75954151,-7.8125,-0.78125,-,-0.78125,3.21600008,416.4373169,347.8999939,17.34688568,78.53170013,32,1.39599609,-,47,5.65647173,35.62789536,12.24092674,8.16914654,100.6437683,34.57888794,0.09999999,0.38499999,4.31372547,773,36.39599609,35,14.50980377,1.5,-,12.20618343,8.19239902,34.48074341,0.21672262,32,32.16199875,0,-8.12211418,-,12.60400009,12.69999981,-
Thu Jan 02 16:45:25 GMT+05:30 2020,45:24.7,78.53168658,17.34697144,9.78,3.216,416.0281982,348.9,10.52465439,-2.03184509,3.41994524,-0.00964069,-,14.11764717,0.14731792,1.07284951,-0.20711978,0.24861826,14.50980377,7.45098066,-,-,-,-,24.12121201,6.66108799,13.77858543,221.7864533,-,-,88,-,33.72549057,25.09803963,-,-,751.5,2.61145496,0.21797408,0.0036329,6.75911236,-7.8125,1.5625,-,0.78125,3.21600008,416.0281982,348.8999939,17.34697151,78.53168488,32,2.20799637,-,47,5.65647173,35.31973648,12.24092674,8.16914654,99.77326202,34.57888794,0.075,0.33499998,4.31372547,774,35.20799637,33,14.50980377,-1,-,12.20618343,8.19239902,34.48074341,0.22292763,33,33.17200089,0,-8.12211418,-,12.53299999,12.69999981,-
Thu Jan 02 16:45:26 GMT+05:30 2020,45:25.7,78.53167288,17.3470435,9.1,3.216,414.9413452,349.4,9.6059885,-0.32865971,1.53590131,0.05776699,-,14.11764717,-0.00561531,0.97956997,-0.15498576,-0.03256354,33.33333206,7.45098066,-,-,-,-,24.35294151,6.87136936,13.77858543,221.2279663,-,-,88,-,34.11764908,25.49019623,-,-,760.5,2.6336,0.22371191,0.00372853,6.7583437,-7.8125,3.125,-,3.125,3.21600008,414.9413452,349.3999939,17.34704399,78.53166962,32,0.76000214,-,47,5.80150938,31.46408653,12.24405766,8.16705799,88.88159943,34.58773422,0.08,0.28,4.31372547,775,32.76000214,32,14.50980377,-4,-,12.8089056,7.80690575,36.18334961,0.23156458,34,34.1629982,0,-7.97707605,-,12.57999992,12.69999981,-
Thu Jan 02 16:45:27 GMT+05:30 2020,45:26.7,78.53166294,17.34712448,8.93,3.216,414.6470947,350.4,9.72815895,-0.30230948,0.57052344,0.05652557,-,20,0.05561288,1.05245996,-0.01824081,-0.02548211,33.72549057,16.86274529,-,-,-,-,24.58571434,7.08230448,13.77858543,221.0419464,-,-,88,-,63.92156982,48.23529434,-,-,1146,2.6799922,0.58397132,0.00973286,6.75673389,-7.03125,5.46875,-,4.6875,3.21600008,414.6470947,350.3999939,17.3471241,78.53166199,32,0.85200119,-,47,9.42745304,12.05348587,12.24526978,8.16624928,34.04939651,34.59115601,0.08,0.26999998,9.4117651,776,32.14799881,33,19.6078434,9.5,-,13.01981354,7.68044186,36.77913284,0.24091443,35,35.16500092,0,-4.35113239,-,12.41499996,12.39999962,-
Thu Jan 02 16:45:28 GMT+05:30 2020,45:27.7,78.53165239,17.34720838,9.47,3.216,413.7608032,351,10.73665428,-1.55514479,2.11321163,0.14566618,-,9.4117651,0.19835076,1.19189107,-0.09369472,-0.02462745,14.90196133,7.45098066,-,-,-,-,24.88888931,7.31428576,13.77858543,220.7520294,-,-,88,6.53979254,24.31372643,20.7843132,-,-,1229.5,2.72799706,0.26729408,0.0044549,6.7550683,-7.03125,7.8125,-,8.59375,3.21600008,413.7608032,351,17.34720802,78.53165436,32,1.90800095,8.77000618,47,4.35113192,28.80268288,12.24782753,8.16454315,81.36351013,34.59838486,0.09999999,0.49499997,0,777,34.09199905,36,13.33333397,-9,50.7922554,13.43210793,7.44469309,37.94380569,0.2530697,36,36.15999985,0,-9.42745399,-,12.3920002,12.30000019,-
Thu Jan 02 16:45:29 GMT+05:30 2020,45:28.7,78.5316389,17.3472872,9.96,3.216,412.4384766,350,11.74515152,-0.09510063,2.61147118,0.03788327,-,12.94117641,0.02320554,0.97847116,-0.09442728,0.18268766,14.90196133,7.45098066,-,-,-,-,25.14864922,7.53441286,13.77858543,220.1672974,-,-,88,6.53979254,18.8235302,14.50980377,-,-,1017,2.74986219,0.20044824,0.0033408,6.75430965,-7.8125,6.25,-,5.46875,3.21600008,412.4384766,350,17.34728813,78.5316391,31,1.85599899,8.77000618,47,3.48090577,38.40785217,12.24800968,8.16442204,108.4967575,34.59889603,0.88,0.625,3.13725495,778,35.85599899,34,13.33333397,0.5,50.7922554,13.43314648,7.44411755,37.9467392,0.26297551,37,37.17200089,0,-10.2976799,-,12.34500027,12.30000019,-
Thu Jan 02 16:45:30 GMT+05:30 2020,45:29.7,78.53162191,17.34737577,9.72,3.216,412.5001221,349.2,8.16989899,-0.42926988,2.71088362,0.05582517,-,12.54901981,-0.12114654,0.83281332,-0.0437584,0.17633879,14.50980377,7.45098066,-,-,-,-,25.25333405,7.63709688,13.77858543,219.8559876,-,-,88,6.53979254,18.03921509,13.72549057,-,-,937.5,2.75680828,0.18152793,0.00302547,6.75406837,-8.59375,4.6875,-,4.6875,3.21600008,412.5001221,349.2000122,17.34737587,78.53162384,31,2.85599899,8.77000618,47,3.48090577,41.19928741,12.24800968,8.16442204,116.3821716,34.59889603,0.83499998,0.63499999,2.74509811,779,34.99200058,33,12.94117641,3.5,50.7922554,13.43314648,7.44411755,37.9467392,0.26699552,38,38.13000107,0,-10.2976799,-,12.27400017,12.30000019,-
