GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),CO₂ in g/km (Average)(g/km),DPF Pressure(psi),DPF Temperature(°C),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine reference torque(Nm),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Turbo Pressure Control(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Thu Jan 02 18:00:51 GMT+05:30 2020,02-Jan-2020 18:00:50.601,78.53378335,17.34539589,0.0,3.216,434.841064453125,0.0,1.08287573,6.11158419,7.25869942,0.0293844,-,12.94117641,0.06692272,0.08755336,0.62897789,0.75689435,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,71,-,43.92156982,18.03921509,-,-,755.5,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,1.5625,3.21600008,435.97210693,0,17.34539986,78.53378296,23,0,-,56,7.10684919,0,12.2667284,8.15196323,0,34.65177536,0.82999998,0.45499998,3.13725495,329,0,0,15.68627453,-4.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-6.67173624,-,13.54599953,13.89999962,-
Thu Jan 02 18:00:52 GMT+05:30 2020,02-Jan-2020 18:00:51.604,78.53377692,17.3453937,0.0,3.216,434.10443115234375,0.0,0.3235091,6.76794481,5.45610142,0.0072645,-,12.94117641,0.02285776,0.06264625,0.62055343,0.71025449,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,71,-,43.92156982,18.03921509,-,-,755.5,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,1.5625,3.21600008,434.10443115,0,17.34539413,78.53377533,23,0,-,56,7.10684919,0,12.2667284,8.15196323,0,34.65177536,0.82999998,0.45499998,3.13725495,329,0,0,15.68627453,-4.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-6.67173624,-,13.54599953,13.80000019,-
Thu Jan 02 18:00:52 GMT+05:30 2020,02-Jan-2020 18:00:52.600,78.53377692,17.3453937,0.0,3.216,434.10443115234375,0.0,1.53322577,4.75813866,8.3198967,0.04386839,-,15.29411793,0.03056804,0.15238512,0.48515156,0.79596424,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,71,-,43.92156982,18.03921509,-,-,755.5,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,1.5625,3.21600008,434.10443115,0,17.34539413,78.53377533,22,0,-,56,7.10684919,0,12.2667284,8.15196323,0,34.65177536,0.82999998,0.45499998,5.09803915,329,0,0,15.68627453,-4.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-6.67173624,-,13.54599953,13.80000019,-
Thu Jan 02 18:00:53 GMT+05:30 2020,02-Jan-2020 18:00:53.609,78.53378,17.34539468,0.0,3.216,434.41259765625,0.0,2.08179045,4.89108801,8.54986191,0.00732982,-,15.29411793,0.01618685,0.20989126,0.50004697,0.75896984,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,71,-,43.92156982,30.98039246,-,-,755.5,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,1.5625,3.21600008,434.41259766,0,17.34539413,78.53378296,20,0,-,56,7.10684919,0,12.2667284,8.15196323,0,34.65177536,0.82999998,0.45499998,5.09803915,20,0,0,15.68627453,-4.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-6.67173624,-,13.54599953,13.80000019,-
Thu Jan 02 18:00:55 GMT+05:30 2020,02-Jan-2020 18:00:54.607,78.5337792,17.34539432,0.0,3.216,434.3017578125,0.0,1.64820862,5.38934708,8.35103798,-0.00074117,-,15.29411793,-0.05379295,0.18693763,0.53765184,0.65543449,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,71,-,43.92156982,30.98039246,-,-,755.5,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,1.5625,3.21600008,434.30175781,0,17.34539413,78.53378296,20,0,-,56,7.10684919,0,12.2667284,8.15196323,0,34.65177536,0.82999998,0.45499998,5.09803915,20,0,0,15.68627453,-4.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-6.67173624,-,13.54599953,13.80000019,-
Thu Jan 02 18:00:55 GMT+05:30 2020,02-Jan-2020 18:00:55.598,78.5337792,17.34539432,0.0,3.216,434.3017578125,0.0,1.46136141,5.62889528,8.1570034,0.04018456,-,15.29411793,0.00681922,0.20366448,0.53459948,0.72808027,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,72,-,43.92156982,30.98039246,-,-,755.5,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,1.5625,3.21600008,434.30175781,0,17.34539413,78.53378296,20,0,-,56,6.52669811,0,12.26665592,8.15201092,0,34.65156937,0.82999998,0.45499998,5.09803915,20,0,0,15.68627453,-4.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.25188732,-,13.54599953,13.80000019,-
Thu Jan 02 18:00:56 GMT+05:30 2020,02-Jan-2020 18:00:56.599,78.5337791,17.34539429,0.0,3.216,434.355224609375,0.0,1.4996891,5.48636389,7.84080029,0.01499398,-,15.29411793,-0.1619148,0.12967569,0.60919869,0.46032876,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,72,-,40.7843132,30.98039246,-,-,760,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,0,3.21600008,434.35522461,0,17.34539413,78.53377533,20,0,-,56,6.52669811,0,12.26665592,8.15201092,0,34.65156937,0.81,0.45499998,5.09803915,20,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.25188732,-,13.52299976,13.80000019,-
Thu Jan 02 18:00:57 GMT+05:30 2020,02-Jan-2020 18:00:57.598,78.53377907,17.3453943,0.0,3.216,434.374267578125,0.0,6.94580936,0.11929472,3.45348215,-0.01757232,-,15.29411793,-0.15772779,0.8256098,0.08150975,0.04374501,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,72,-,40.7843132,30.98039246,-,-,760,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,0,3.21600008,434.37426758,0,17.34539413,78.53377533,20,0,-,56,6.52669811,0,12.26665592,8.15201092,0,34.65156937,0.81,0.45499998,5.09803915,20,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.25188732,-,13.52299976,13.80000019,-
Thu Jan 02 18:00:58 GMT+05:30 2020,02-Jan-2020 18:00:58.606,78.53377897,17.34539438,0.0,3.216,434.39794921875,0.0,11.86372662,-3.24515486,-5.41457939,0.12260715,-,15.29411793,0.1194661,1.05172729,-0.16414277,-0.44536233,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,72,-,40.7843132,30.98039246,-,-,760,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,0,3.21600008,434.39794922,0,17.34539413,78.53377533,20,0,-,56,6.52669811,0,12.26665592,8.15201092,0,34.65156937,0.81,0.45499998,5.09803915,20,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.25188732,-,13.52299976,13.80000019,-
Thu Jan 02 18:00:59 GMT+05:30 2020,02-Jan-2020 18:00:59.602,78.53377877,17.34539442,0.0,3.216,429.25421142578125,0.0,8.84422684,-0.84488535,0.0974164,0.05309117,-,15.29411793,0.00130619,0.98408747,-0.13801472,-0.22022156,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,72,-,40.7843132,29.80392075,-,-,760,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,0,3.21600008,429.25421143,0,17.34539413,78.53377533,21,0,-,56,6.52669811,0,12.26665592,8.15201092,0,34.65156937,0.81,0.45499998,5.09803915,26,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.25188732,-,13.52299976,13.80000019,-
Thu Jan 02 18:01:00 GMT+05:30 2020,02-Jan-2020 18:01:00.600,78.53377895,17.34539456,0.0,3.216,435.5670166015625,0.0,9.8227787,-1.0425123,1.18975461,0.03320366,-,15.29411793,0.01920839,1.00630856,-0.10040987,0.02384375,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,72,-,40.7843132,29.80392075,-,-,760,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,0,3.21600008,435.5670166,0,17.34539413,78.53377533,21,0,-,56,6.52669811,0,12.26665592,8.15201092,0,34.65156937,0.81,0.45499998,5.09803915,26,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.25188732,-,13.52299976,13.80000019,-
Thu Jan 02 18:01:01 GMT+05:30 2020,02-Jan-2020 18:01:01.599,78.53377897,17.34539473,0.0,3.216,435.37744140625,0.0,9.73055267,-1.00059152,1.34186745,0.03402787,-,15.29411793,0.00442794,0.98884922,-0.09955522,0.04301246,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,73,-,39.60784531,29.80392075,-,-,742,-,0.15540095,0.00259002,5.27485895,-6.25,-0.78125,-,0,3.21600008,435.37744141,0,17.34539413,78.53377533,19,0,-,56,6.38166046,0,12.2665844,8.15205956,0,34.65136719,0.81,0.45499998,5.09803915,26,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.39692497,-,13.52299976,13.80000019,-
Thu Jan 02 18:01:02 GMT+05:30 2020,02-Jan-2020 18:01:02.598,78.53377791,17.34539448,0.0,3.216,428.4722900390625,0.0,9.90901756,-0.97783446,1.2747941,0.03440799,-,15.29411793,0.00493116,0.9940992,-0.09100866,0.01261112,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,73,-,39.60784531,29.80392075,-,-,742,-,0.15540095,0.00259002,5.27485895,-6.25,1.5625,-,0.78125,3.21600008,428.47229004,0,17.34539413,78.53377533,19,0,-,56,6.38166046,0,12.2665844,8.15205956,0,34.65136719,0.09,0.45499998,5.09803915,26,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.39692497,-,13.80500031,13.80000019,-
Thu Jan 02 18:01:03 GMT+05:30 2020,02-Jan-2020 18:01:03.598,78.53377685,17.34539488,0.0,3.216,430.7039794921875,0.0,9.70540047,-1.00059152,1.75987864,0.03063752,-,15.29411793,0.00399966,0.98970371,-0.10468315,0.02982634,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,73,-,39.60784531,29.80392075,-,-,742,-,0.15540095,0.00259002,5.27485895,-6.25,1.5625,-,0.78125,3.21600008,430.70397949,0,17.34539413,78.53377533,24,0,-,56,6.38166046,0,12.2665844,8.15205956,0,34.65136719,0.09,0.45499998,5.09803915,26,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.39692497,-,13.80500031,13.89999962,-
Thu Jan 02 18:01:04 GMT+05:30 2020,02-Jan-2020 18:01:04.604,78.53377598,17.34539432,0.0,3.216,428.78717041015625,0.0,9.81200027,-0.97064799,1.39217257,0.03117372,-,15.29411793,-0.00512794,0.98506427,-0.10260755,-0.00936575,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,73,-,39.60784531,37.25490189,-,-,742,-,0.15540095,0.00259002,5.27485895,-6.25,1.5625,-,0.78125,3.21600008,428.78717041,0,17.34539413,78.53377533,26,0,-,56,6.38166046,0,12.2665844,8.15205956,0,34.65136719,0.09,0.45499998,5.09803915,32,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.39692497,-,13.80500031,13.89999962,-
Thu Jan 02 18:01:05 GMT+05:30 2020,02-Jan-2020 18:01:05.607,78.5337773,17.34539468,0.0,3.216,430.77471923828125,0.0,9.7533102,-0.91195881,1.54188991,0.02985197,-,15.29411793,0.01400529,0.99751782,-0.10272965,0.0480183,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,73,-,39.60784531,37.25490189,-,-,742,-,0.15540095,0.00259002,5.27485895,-6.25,1.5625,-,0.78125,3.21600008,430.77471924,0,17.34539413,78.53377533,26,0,-,56,6.38166046,0,12.2665844,8.15205956,0,34.65136719,0.09,0.45499998,5.09803915,32,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.39692497,-,13.80500031,13.89999962,-
Thu Jan 02 18:01:06 GMT+05:30 2020,02-Jan-2020 18:01:06.605,78.53377696,17.34539347,0.0,3.216,432.00054931640625,0.0,9.74372864,-1.28924656,1.68561876,0.04027528,-,15.29411793,-0.01093262,0.97053504,-0.1289798,0.03788452,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,224.15359497,-,-,73,-,39.60784531,37.25490189,-,-,742,-,0.15540095,0.00259002,5.27485895,-6.25,1.5625,-,0.78125,3.21600008,432.00054932,0,17.34539413,78.53377533,30,0,-,56,6.38166046,0,12.2665844,8.15205956,0,34.65136719,0.09,0.45499998,5.09803915,32,0,0,15.29411793,-2.5,-,12.7183857,7.8624692,35.92764282,-,0,0,0,-7.39692497,-,13.80500031,13.89999962,-
Thu Jan 02 18:01:07 GMT+05:30 2020,02-Jan-2020 18:01:07.597,78.53378269,17.34539629,0.41,3.216,430.2274169921875,112.0,10.34738922,-1.20420718,1.44487309,0.04622139,-,15.29411793,-0.00708043,0.97444212,-0.08905516,0.06657655,14.90196133,7.45098066,-,-,-,-,2,0.5,13.77858543,224.15359497,-,-,74,-,47.45098114,37.25490189,-,-,842.5,-,0.15540095,0.00259002,5.27485895,-6.25,0.78125,-,1.5625,3.21600008,430.22741699,112,17.34539604,78.53378296,31,0.52400005,-,56,7.54196215,181.2480011,12.26673508,8.15195847,512,34.65179443,0.82999998,0.45499998,4.31372547,32,1.47599995,2,16.07843208,4.5,-,13.49324226,7.41096306,38.11650467,-,0,0.66600001,0,-6.23662281,-,13.75800037,13.80000019,-
Thu Jan 02 18:01:08 GMT+05:30 2020,02-Jan-2020 18:01:08.598,78.53379676,17.34540482,0.77,3.216,427.302734375,108.8,10.3905077,-1.28804898,1.50835323,0.03314428,-,15.29411793,0.03783053,1.02034926,-0.1210437,0.04350083,14.90196133,7.45098066,-,-,-,-,2.5,1,13.77858543,224.15359497,-,-,74,0.28565001,44.70588303,32.54901886,-,-,800.5,0.0267041,0.15540095,0.00259002,5.27393198,-6.25,0,-,0,3.21600008,427.30273438,108.80000305,17.34540558,78.53379822,32,0.22800016,0.38306299,56,6.96181154,1.50384188,12.26540756,8.15284157,4.24814081,34.64804459,0.84499997,0.45499998,5.09803915,36,2.77199984,3,15.68627453,-10,3.40749288,7.49854231,13.33564854,21.18232346,0.00060278,1,1.29400003,0,-6.81677389,-,13.75800037,13.80000019,-
Thu Jan 02 18:01:09 GMT+05:30 2020,02-Jan-2020 18:01:09.600,78.53379229,17.34540477,0.47,3.216,429.1485595703125,107.4,9.74013519,-1.1730659,0.9274497,0.03330693,-,15.29411793,0.01956453,1.00496542,-0.09674706,0.03959383,14.90196133,7.45098066,-,-,-,-,2.5,0.83333331,13.77858543,224.15359497,-,-,75,0.28565001,43.92156982,32.94117737,-,-,757,0.07473821,0.26832607,0.0044721,5.27226543,-6.25,-2.34375,-,-2.34375,3.21600008,429.14855957,107.40000153,17.34540558,78.53379059,32,1.69199991,0.38306299,56,7.10684919,0,12.26411438,8.15370083,0,34.64439011,0.69999999,0.45499998,5.09803915,37,1.69199991,0,15.29411793,-6,3.40749288,5.72146702,17.47767067,16.16233635,0.00060278,2,1.77999997,0.87099999,-6.67173624,-,13.66399956,13.80000019,-
