GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),CO₂ in g/km (Average)(g/km),DPF Pressure(psi),DPF Temperature(°C),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine reference torque(Nm),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Turbo Pressure Control(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Fri Mar 27 18:19:04 GMT+05:30 2020,27-Mar-2020 18:19:03.907,78.53966645,17.34099679,0.0,9.648001,428.61053466796875,0.0,10.10544586,-0.67959738,0.93463618,0.03023094,-,13.72549057,-0.0051096,0.98994792,-0.05035146,-0.01876696,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,25.09803963,18.43137169,-,-,783,-,0.16445006,0.00274083,4.28617048,-6.25,-0.78125,-,-0.78125,9.64800072,428.61053467,0,17.3409977,78.53966522,16,0,-,51,4.49617004,0,12.01446342,8.32312775,0,33.93916321,0.83499998,0.76499999,3.52941179,994,0,0,13.72549057,-3,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-9.28241539,-,13.85299969,13.89999962
Fri Mar 27 18:19:05 GMT+05:30 2020,27-Mar-2020 18:19:04.909,78.53966647,17.34099677,0.0,9.648001,428.60943603515625,0.0,9.7077961,-0.47478396,1.05081689,0.0155381,-,13.72549057,0.0344745,1.02559936,-0.0612178,0.01749487,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,24.70588303,18.43137169,-,-,693.5,-,0.16445006,0.00274083,4.28617048,-6.25,-0.78125,-,-0.78125,9.64800072,428.60943604,0,17.3409977,78.53966522,17,0,-,51,4.35113192,0,12.01440048,8.32317162,0,33.93898392,0.83499998,0.76499999,3.52941179,994,0,0,13.72549057,-3,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-9.42745399,-,13.85299969,13.89999962
Fri Mar 27 18:19:05 GMT+05:30 2020,27-Mar-2020 18:19:05.909,78.53966647,17.34099677,0.0,9.648001,428.60943603515625,0.0,9.91380787,-0.520298,0.86277175,0.03329084,-,13.72549057,0.01921722,1.01180267,-0.05645614,0.00565178,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,24.70588303,18.43137169,-,-,693.5,-,0.16445006,0.00274083,4.28617048,-6.25,-3.125,-,-3.125,9.64800072,428.60943604,0,17.3409977,78.53966522,17,0,-,51,4.35113192,0,12.01440048,8.32317162,0,33.93898392,0.75,0.75999999,3.52941179,994,0,0,13.72549057,0,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-9.42745399,-,13.16899967,13.89999962
Fri Mar 27 18:19:07 GMT+05:30 2020,27-Mar-2020 18:19:06.907,78.5396665,17.34099674,0.0,9.648001,428.6097412109375,0.0,9.6263504,-0.43885177,1.02566433,0.02999557,-,13.72549057,0.00769683,0.99995965,-0.04876424,0.01163438,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,24.70588303,18.43137169,-,-,693.5,-,0.16445006,0.00274083,4.28617048,-6.25,-3.125,-,-3.125,9.64800072,428.60974121,0,17.34099579,78.53966522,17,0,-,51,4.35113192,0,12.01440048,8.32317162,0,33.93898392,0.75,0.75999999,3.52941179,994,0,0,13.72549057,0,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-9.42745399,-,13.16899967,13.39999962
Fri Mar 27 18:19:08 GMT+05:30 2020,27-Mar-2020 18:19:07.907,78.5396665,17.34099673,0.0,9.648001,428.6124267578125,0.0,9.39758205,-0.2963208,-0.28705788,0.03524931,-,15.29411793,-0.00381873,0.99007004,-0.04290374,-0.00191802,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,24.70588303,18.43137169,-,-,693.5,-,0.16445006,0.00274083,4.28617048,-6.25,-3.125,-,-3.125,9.64800072,428.61242676,0,17.34099579,78.53966522,18,0,-,51,4.35113192,0,12.01440048,8.32317162,0,33.93898392,0.75,0.75999999,5.09803915,994,0,0,13.72549057,0,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-9.42745399,-,13.16899967,13.39999962
Fri Mar 27 18:19:09 GMT+05:30 2020,27-Mar-2020 18:19:08.924,78.5396665,17.34099672,0.0,9.648001,428.6123046875,0.0,9.68024826,-0.49993646,1.00889599,0.02833309,-,15.29411793,0.0082667,0.99983746,-0.04778749,0.01810534,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,24.70588303,27.05882263,-,-,693.5,-,0.16445006,0.00274083,4.28617048,-6.25,-3.125,-,-3.125,9.64800072,428.61230469,0,17.34099579,78.53966522,18,0,-,51,4.35113192,0,12.01440048,8.32317162,0,33.93898392,0.75,0.75999999,5.09803915,1000,0,0,13.72549057,0,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-9.42745399,-,13.16899967,13.39999962
Fri Mar 27 18:19:10 GMT+05:30 2020,27-Mar-2020 18:19:09.908,78.53966652,17.34099672,0.0,9.648001,428.6114501953125,0.0,9.69102859,-0.49275005,1.06758523,0.01411706,-,15.29411793,0.02316801,1.01668644,-0.06500269,-0.00899946,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,24.70588303,27.05882263,-,-,693.5,-,0.16445006,0.00274083,4.28617048,-6.25,-3.125,-,-3.125,9.64800072,428.6114502,0,17.34099579,78.53966522,18,0,-,51,4.35113192,0,12.01440048,8.32317162,0,33.93898392,0.75,0.75999999,5.09803915,1000,0,0,13.72549057,0,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-9.42745399,-,13.16899967,13.39999962
Fri Mar 27 18:19:11 GMT+05:30 2020,27-Mar-2020 18:19:10.908,78.53966655,17.34099672,0.0,9.648001,428.61053466796875,0.0,10.02280235,-0.79697585,0.90229714,0.02912804,-,15.29411793,-0.00380193,0.99141312,-0.05047354,-0.02072046,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,36.86274719,27.05882263,-,-,792.5,-,0.16445006,0.00274083,4.28617048,-6.25,-3.125,-,-3.125,9.64800072,428.61053467,0,17.34099579,78.53966522,17,0,-,51,5.94654703,0,12.01433754,8.32321548,0,33.93880844,0.75,0.75999999,5.09803915,1000,0,0,13.72549057,0,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-7.8320384,-,13.16899967,13.39999962
Fri Mar 27 18:19:12 GMT+05:30 2020,27-Mar-2020 18:19:11.915,78.53966655,17.3409967,0.0,9.648001,428.6131591796875,0.0,9.99884701,-0.56461442,1.11070383,0.03187882,-,15.29411793,-0.01267219,0.98018038,-0.04644446,0.00601806,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,36.86274719,27.05882263,-,-,792.5,-,0.16445006,0.00274083,4.28617048,-6.25,3.90625,-,3.90625,9.64800072,428.61315918,0,17.34099579,78.53966522,16,0,-,52,5.94654703,0,12.01433754,8.32321548,0,33.93880844,0.105,0.75999999,5.09803915,1000,0,0,15.29411793,-1,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-7.8320384,-,13.80500031,13.80000019
Fri Mar 27 18:19:13 GMT+05:30 2020,27-Mar-2020 18:19:12.908,78.53966657,17.34099668,0.0,9.648001,428.61212158203125,0.0,9.80481339,-0.49035454,1.08914447,0.03260987,-,15.29411793,-0.0006826,0.99165726,-0.04082815,0.01358787,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,36.07843018,26.27450943,-,-,793.5,0.0415442,0.16445006,0.00274083,4.284729,-6.25,1.5625,-,2.34375,9.64800072,428.61212158,0,17.34099579,78.53966522,16,0,-,52,5.94654703,0,12.0142746,8.32325935,0,33.93862915,0.83999997,0.755,5.09803915,1003,0,0,15.29411793,4.5,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-7.8320384,-,13.80500031,13.80000019
Fri Mar 27 18:19:14 GMT+05:30 2020,27-Mar-2020 18:19:13.909,78.53966659,17.34099665,0.0,9.648001,428.6131591796875,0.0,9.58203411,-0.3969309,1.059201,0.02916903,-,15.68627453,-0.01612002,0.97676182,-0.04046186,0.00797156,18.8235302,9.4117651,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,36.07843018,25.88235283,-,-,793.5,0.0415442,0.16445006,0.00274083,4.284729,-6.25,1.5625,-,2.34375,9.64800072,428.61315918,0,17.34099579,78.53966522,16,0,-,52,5.94654703,0,12.0142746,8.32325935,0,33.93862915,0.83999997,0.755,5.49019623,1005,0,0,15.29411793,4.5,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-7.8320384,-,13.80500031,13.89999962
Fri Mar 27 18:19:15 GMT+05:30 2020,27-Mar-2020 18:19:14.913,78.53966661,17.34099662,0.0,9.648001,428.61279296875,0.0,9.84793186,-0.53946185,0.9274497,0.02880698,-,15.68627453,0.0041467,0.9975177,-0.05120611,-0.00020871,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,45.09804153,19.6078434,-,-,1092,0.0806899,0.21499564,0.00358326,4.28337049,-6.25,2.34375,-,1.5625,9.64800072,428.61279297,0,17.34099579,78.53966522,16,0,-,52,5.36639643,0,12.01421165,8.32330322,0,33.93844986,0.07,0.75999999,5.49019623,1006,0,0,19.6078434,15,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-8.41218948,-,13.8760004,14
Fri Mar 27 18:19:16 GMT+05:30 2020,27-Mar-2020 18:19:15.909,78.53966661,17.34099658,0.0,9.648001,428.6168212890625,0.0,9.94854164,-0.63408327,1.04003716,0.03080708,-,13.72549057,-0.00466821,0.9888491,-0.05596776,-0.00484828,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,21.17647171,19.6078434,-,-,1248,0.1082176,0.20791076,0.00346518,4.28241539,-6.25,0,-,0,9.64800072,428.61682129,0,17.34099579,78.53966522,15,0,-,52,3.77098107,0,12.01414776,8.32334709,0,33.93827057,0.02,0.755,3.92156863,1006,0,0,14.11764717,-4,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-10.0076046,-,13.8760004,13.89999962
Fri Mar 27 18:19:17 GMT+05:30 2020,27-Mar-2020 18:19:16.910,78.53966657,17.34099656,0.0,9.648001,428.625732421875,0.0,9.74253082,-0.52987993,0.99572086,0.0323334,-,13.72549057,0.01863806,1.01204693,-0.06207244,-0.00606921,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,89,-,18.4313736,13.72549057,-,-,923.5,0.13222271,0.2101955,0.00350326,4.28158236,-6.25,0,-,0,9.64800072,428.62573242,0,17.34099579,78.53966522,13,0,-,52,3.33586788,0,12.01408482,8.32339096,0,33.93809128,0.065,0.755,3.92156863,1007,0,0,13.72549057,9.5,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-10.44271755,-,13.85299969,13.89999962
Fri Mar 27 18:19:18 GMT+05:30 2020,27-Mar-2020 18:19:17.910,78.53966654,17.34099652,0.0,9.648001,428.632080078125,0.0,10.16892624,-0.71313405,1.21969807,0.03583183,-,15.29411793,0.04202953,1.02816319,-0.04827586,0.06010558,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,88,-,20.3921566,14.50980377,-,-,784.5,0.14484528,0.16906664,0.00281778,4.28114414,-6.25,0,-,0,9.64800072,428.63208008,0,17.34099579,78.53966522,13,0,-,52,3.62594342,0,12.01402187,8.32343388,0,33.9379158,0.58499998,0.755,5.09803915,1009,0,0,13.33333397,17,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-10.15264225,-,13.54599953,13.19999981
Fri Mar 27 18:19:19 GMT+05:30 2020,27-Mar-2020 18:19:18.911,78.53966651,17.3409965,0.0,9.648001,428.63232421875,0.0,10.11502838,-0.50592518,0.44955176,0.03341813,-,15.68627453,0.02154733,1.01937258,-0.05254914,-0.06894746,20,9.8039217,-,-,-,-,-,0,13.77858543,246.88980103,-,-,88,-,34.90196228,32.94117737,-,-,691.5,0.17115612,0.2757498,0.00459583,4.28023148,-6.25,-0.78125,-,0,9.64800072,428.63232422,0,17.34099579,78.53966522,13,0,-,52,6.96181154,0,12.01395893,8.32347775,0,33.93773651,0.87,0.755,5.49019623,1010,0,0,15.68627453,20,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-6.81677389,-,13.89999962,14
Fri Mar 27 18:19:20 GMT+05:30 2020,27-Mar-2020 18:19:19.909,78.53966651,17.3409965,0.0,9.648001,428.63818359375,0.0,9.92818069,-0.62210584,0.73581147,0.03580207,-,14.50980377,-0.00529821,0.98897123,-0.06024104,-0.0159588,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,88,-,24.31372643,15.68627453,-,-,1050.5,0.20162854,0.23218608,0.00386977,4.27917385,-6.25,-2.34375,-,-1.5625,9.64800072,428.63818359,0,17.34099579,78.53966522,16,0,-,52,3.77098107,0,12.01383209,8.32356548,0,33.93737793,0.84999996,0.755,4.31372547,1011,0,0,14.11764717,-1,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-10.0076046,-,13.82900047,13.89999962
Fri Mar 27 18:19:21 GMT+05:30 2020,27-Mar-2020 18:19:20.910,78.5396665,17.34099649,0.0,9.648001,428.640380859375,0.0,9.71258736,-0.53826416,0.84480572,0.03041868,-,14.11764717,0.00296914,0.99629682,-0.05071774,0.00040175,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,88,-,20.3921566,15.29411793,-,-,944,0.21608154,0.19231673,0.00320528,4.27867222,-6.25,-3.90625,-,-1.5625,9.64800072,428.64038086,0,17.34099579,78.53966522,17,0,-,52,3.62594342,0,12.01376915,8.32360935,0,33.93720245,0.71499997,0.755,3.92156863,1012,0,0,14.11764717,4.5,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-10.15264225,-,13.85299969,13.89999962
Fri Mar 27 18:19:22 GMT+05:30 2020,27-Mar-2020 18:19:21.923,78.5396665,17.34099648,0.0,9.648001,428.6429443359375,0.0,9.79523087,-0.580185,1.16100883,0.02957028,-,13.72549057,0.01234215,1.00411069,-0.06671201,0.00699482,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,88,-,21.56862831,16.07843208,-,-,844.5,0.23054896,0.18664517,0.00311075,4.27817059,-6.25,0,-,0,9.64800072,428.64294434,0,17.34099579,78.53966522,17,0,-,52,3.91601896,0,12.01370621,8.32365322,0,33.93702316,0.07,0.75,3.52941179,1013,0,0,13.72549057,1.5,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-9.86256599,-,13.85299969,13.89999962
Fri Mar 27 18:19:23 GMT+05:30 2020,27-Mar-2020 18:19:22.915,78.53966652,17.34099648,0.0,9.648001,428.64324951171875,0.0,9.88985252,-0.61012852,0.85318989,0.0317715,-,18.03921509,0.00855304,1.0032562,-0.06280501,-0.02242977,25.09803963,12.54901981,-,-,-,-,-,0,13.77858543,246.88980103,-,-,88,-,38.03921509,33.33333206,-,-,1368.5,0.26132971,0.30920795,0.00515347,4.27710247,-6.25,2.34375,-,1.5625,9.64800072,428.64324951,0,17.34099579,78.53966522,17,0,-,52,7.25188684,0,12.01364326,8.32369614,0,33.93684387,0.81,0.755,7.45098066,1014,0,0,16.07843208,-4.5,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-6.52669859,-,13.82900047,13.89999962
Fri Mar 27 18:19:24 GMT+05:30 2020,27-Mar-2020 18:19:23.907,78.53966651,17.34099645,0.0,9.648001,428.64764404296875,0.0,9.70659828,-0.49634326,0.8819356,0.02928049,-,15.68627453,0.00754744,1.00118053,-0.06158407,-0.00887737,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,246.88980103,-,-,88,-,29.80392265,23.13725471,-,-,1077,0.28976116,0.33070424,0.00551174,4.27611589,-6.25,-0.78125,-,-0.78125,9.64800072,428.64764404,0,17.34099579,78.53966522,17,0,-,52,4.78624535,0,12.01358032,8.32374001,0,33.9366684,0.81999999,0.755,5.49019623,1015,0,0,15.68627453,12.5,-,9.57727432,10.44116783,27.05444527,-,0,0,0,-8.99234009,-,13.73499966,13.89999962
