GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),CO₂ in g/km (Average)(g/km),DPF Pressure(psi),DPF Temperature(°C),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine reference torque(Nm),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Turbo Pressure Control(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Fri Mar 27 18:16:22 GMT+05:30 2020,27-Mar-2020 18:16:22.487,78.53700965,17.34107417,0.0,9.648001,431.643798828125,0.0,9.7976265,-0.56341666,1.30353975,0.02817494,-,13.33333397,0.01774283,1.00728512,-0.06561317,0.02714027,14.90196133,7.45098066,-,-,-,-,1,0.08333334,13.77858543,249.67883301,-,-,87,-,23.13725471,18.03921509,-,-,818.5,-,0.17176923,0.00286282,4.42688894,-6.25,0.78125,-,0.78125,9.64800072,431.64379883,0,17.34107399,78.53701019,20,0.17199999,-,49,4.20609426,0,12.04256248,8.30370808,0,34.01853943,0.83499998,0.74000001,3.13725495,833,0,1,13.33333397,-1.5,-,7.61507082,13.13158131,21.5114994,-,3,3.96199989,0,-9.57249069,-,13.80500031,13.80000019
Fri Mar 27 18:16:23 GMT+05:30 2020,27-Mar-2020 18:16:23.488,78.53701249,17.34107481,0.0,9.648001,432.7667236328125,0.0,9.82517433,-0.58138275,1.27718949,0.03021816,-,13.33333397,0.0012064,0.99165726,-0.05804335,0.02237863,14.90196133,7.45098066,-,-,-,-,1,0.07692308,13.77858543,249.67883301,-,-,87,-,34.90196228,18.03921509,-,-,754.5,-,0.17176923,0.00286282,4.42688894,-6.25,0.78125,-,0.78125,9.64800072,432.76672363,0,17.34107399,78.53701019,20,0,-,49,5.80150938,0,12.04249859,8.30375195,0,34.01835632,0.83499998,0.74000001,3.13725495,833,0,0,13.33333397,-1.5,-,7.61507082,13.13158131,21.5114994,-,5,4.98500013,0.55800003,-7.97707605,-,13.80500031,13.80000019
Fri Mar 27 18:16:24 GMT+05:30 2020,27-Mar-2020 18:16:24.509,78.53701424,17.34107521,0.0,9.648001,433.6810302734375,0.0,9.62994385,-0.52389127,1.11070383,0.02988196,-,13.33333397,0.00513788,0.99556422,-0.06500269,0.01932629,14.90196133,7.45098066,-,-,-,-,1,0.07692308,13.77858543,249.67883301,-,-,87,-,34.90196228,18.03921509,-,-,754.5,-,0.17176923,0.00286282,4.42688894,-6.25,2.34375,-,2.34375,9.64800072,433.68103027,0,17.3410759,78.53701782,20,0,-,50,5.80150938,0,12.04249859,8.30375195,0,34.01835632,0.875,0.745,3.13725495,833,0,0,15.29411793,-6,-,7.61507082,13.13158131,21.5114994,-,6,4.98500013,1.28299999,-7.97707605,-,13.68799973,13.80000019
Fri Mar 27 18:16:25 GMT+05:30 2020,27-Mar-2020 18:16:25.491,78.5370158,17.34107547,0.0,9.648001,434.1368408203125,0.0,9.63712978,-0.44603822,1.16340446,0.03009067,-,13.33333397,0.01564636,1.00630856,-0.06109569,0.02018094,14.90196133,7.45098066,-,-,-,-,1,0.07692308,13.77858543,249.67883301,-,-,87,-,34.90196228,18.03921509,-,-,754.5,-,0.17176923,0.00286282,4.42688894,-6.25,2.34375,-,2.34375,9.64800072,434.13684082,0,17.3410759,78.53701782,20,0,-,50,5.80150938,0,12.04249859,8.30375195,0,34.01835632,0.875,0.745,3.13725495,833,0,0,15.29411793,-6,-,7.61507082,13.13158131,21.5114994,-,6,4.98500013,1.98899996,-7.97707605,-,13.68799973,14
Fri Mar 27 18:16:26 GMT+05:30 2020,27-Mar-2020 18:16:26.490,78.53701743,17.34107377,0.0,9.648001,435.651123046875,0.0,9.6011982,-0.49155229,1.16939306,0.0275811,-,15.29411793,0.02554057,1.01583183,-0.06952016,0.01944836,14.90196133,7.45098066,-,-,-,-,1,0.07692308,13.77858543,249.67883301,-,-,87,-,34.90196228,18.03921509,-,-,754.5,-,0.17176923,0.00286282,4.42688894,-6.25,2.34375,-,2.34375,9.64800072,435.65112305,0,17.34107399,78.53701782,20,0,-,50,5.80150938,0,12.04249859,8.30375195,0,34.01835632,0.875,0.745,5.09803915,833,0,0,15.29411793,-6,-,7.61507082,13.13158131,21.5114994,-,8,4.98500013,3.2579999,-7.97707605,-,13.68799973,14
Fri Mar 27 18:16:27 GMT+05:30 2020,27-Mar-2020 18:16:27.488,78.5370161,17.34107358,0.0,9.648001,435.843994140625,0.0,9.83715248,-0.64845616,1.0556078,0.02968866,-,15.29411793,0.01103398,1.0027678,-0.06610154,0.00760528,14.90196133,7.45098066,-,-,-,-,1,0.07692308,13.77858543,249.67883301,-,-,87,-,34.90196228,23.13725471,-,-,754.5,-,0.17176923,0.00286282,4.42688894,-6.25,2.34375,-,2.34375,9.64800072,435.84399414,0,17.34107399,78.53701782,22,0,-,50,5.80150938,0,12.04249859,8.30375195,0,34.01835632,0.875,0.745,5.09803915,838,0,0,15.29411793,-6,-,7.61507082,13.13158131,21.5114994,-,8,4.98500013,3.99799991,-7.97707605,-,13.68799973,14
Fri Mar 27 18:16:28 GMT+05:30 2020,27-Mar-2020 18:16:28.487,78.53701493,17.34107588,0.0,9.648001,435.43115234375,0.0,9.86470032,-0.59695339,1.1813705,0.03096112,-,15.29411793,0.02365398,1.0144887,-0.06427014,0.01761696,14.90196133,7.45098066,-,-,-,-,1,0.07692308,13.77858543,249.67883301,-,-,87,-,34.90196228,23.13725471,-,-,754.5,-,0.17176923,0.00286282,4.42688894,-6.25,2.34375,-,2.34375,9.64800072,435.43115234,0,17.3410759,78.53701782,22,0,-,50,5.80150938,0,12.04249859,8.30375195,0,34.01835632,0.875,0.745,5.09803915,838,0,0,15.29411793,-6,-,7.61507082,13.13158131,21.5114994,-,9,4.98500013,5.00699997,-7.97707605,-,13.68799973,14
Fri Mar 27 18:16:29 GMT+05:30 2020,27-Mar-2020 18:16:29.488,78.53701673,17.34107539,0.0,9.648001,436.9842529296875,0.0,9.81200027,-0.60773301,1.23047781,0.03069672,-,15.29411793,0.01911556,1.01094806,-0.06805503,0.00601806,14.90196133,7.45098066,-,-,-,-,1,0.07142857,13.77858543,249.67883301,-,-,87,-,26.27450943,23.13725471,-,-,1524,-,0.17176923,0.00286282,4.42688894,-6.25,0,-,0,9.64800072,436.98425293,0,17.3410759,78.53701782,22,0,-,50,4.35113192,0,12.04243374,8.30379677,0,34.01817322,0.57499999,0.58499998,12.15686321,838,0,0,16.07843208,27.5,-,7.61507082,13.13158131,21.5114994,-,11,4.98500013,6.6079998,-9.42745399,-,13.82900047,13.89999962
Fri Mar 27 18:16:30 GMT+05:30 2020,27-Mar-2020 18:16:30.492,78.53701728,17.34107551,0.0,9.648001,436.826416015625,0.0,9.81679058,-0.63647878,1.08914447,0.03068865,-,22.35294151,0.00041649,0.99092472,-0.05560148,0.02298908,30.58823586,7.45098066,-,-,-,-,1,0.06666667,13.77858543,249.67883301,-,-,87,-,25.88235283,29.80392075,-,-,2412.5,0.03672918,0.17176923,0.00286282,4.42561436,-6.25,0,-,0,9.64800072,436.82641602,0,17.3410759,78.53701782,22,0,-,50,4.931283,0,12.04236984,8.30384064,0,34.01799393,0.025,0,10.58823586,841,0,0,16.86274529,27,-,7.61507082,13.13158131,21.5114994,-,12,4.98500013,7.59800005,-8.84730244,-,13.82900047,13.89999962
Fri Mar 27 18:16:31 GMT+05:30 2020,27-Mar-2020 18:16:31.492,78.53701731,17.34107599,0.0,9.648001,436.663818359375,0.0,9.86709595,-0.58737147,1.12627447,0.0306524,-,20.7843132,0.00573604,0.99763989,-0.05706661,0.01077972,30.58823586,14.11764717,-,-,-,-,1,0.0625,13.77858543,249.67883301,-,-,87,-,26.66666794,44.31372452,-,-,2154.5,0.09285036,0.60437548,0.01007293,4.42366695,-6.25,0,-,0,9.64800072,436.66381836,0,17.3410759,78.53701782,22,0,-,50,4.931283,0,12.04230499,8.30388546,0,34.01781082,0.01,0.005,10.58823586,842,0,0,15.68627453,-28,-,7.61507082,13.13158131,21.5114994,-,13,4.98500013,8.53199959,-8.84730244,-,13.85299969,13.89999962
Fri Mar 27 18:16:32 GMT+05:30 2020,27-Mar-2020 18:16:32.495,78.53701746,17.34107607,0.0,9.648001,436.7115478515625,0.0,9.90901566,-0.6053375,1.15741563,0.03119614,-,16.07843208,0.00474256,0.99580842,-0.06146198,0.01578556,14.90196133,7.45098066,-,-,-,-,1,0.05882353,13.77858543,249.67883301,-,-,87,-,21.17647171,17.25490189,-,-,1125,0.15414108,0.39686894,0.00661448,4.42154026,-6.25,0,-,0,9.64800072,436.71154785,0,17.3410759,78.53701782,22,0,-,50,3.62594342,0,12.0422411,8.30392933,0,34.01763153,0.01,0.005,5.88235283,843,0,0,15.68627453,-28,-,7.61507082,13.13158131,21.5114994,-,14,4.98500013,9.61299992,-10.15264225,-,13.85299969,13.89999962
Fri Mar 27 18:16:33 GMT+05:30 2020,27-Mar-2020 18:16:33.490,78.53701737,17.3410762,0.0,9.648001,436.646484375,0.0,9.90781879,-0.61851263,1.19334781,0.0308181,-,11.76470566,0.00592962,0.99641889,-0.0610957,0.02091349,14.50980377,9.01960754,-,-,-,-,1,0.05882353,13.77858543,249.67883301,-,-,87,-,21.17647171,15.29411793,-,-,1125,0.15414108,0.39686894,0.00661448,4.42154026,-6.25,0,-,0,9.64800072,436.64648438,0,17.3410759,78.53701782,21,0,-,50,3.62594342,0,12.0422411,8.30392933,0,34.01763153,0.88999999,0.11499999,1.96078432,845,0,0,17.25490189,25.5,-,7.61507082,13.13158131,21.5114994,-,15,4.98500013,10.21700001,-10.15264225,-,13.94699955,14
Fri Mar 27 18:16:34 GMT+05:30 2020,27-Mar-2020 18:16:34.499,78.53701737,17.34107625,0.0,9.648001,436.641845703125,0.0,9.68264389,-0.6041398,1.13825178,0.03048884,-,13.72549057,0.01356425,1.00447702,-0.05572357,0.0205472,14.90196133,7.45098066,-,-,-,-,1,0.05555556,13.77858543,249.67883301,-,-,87,-,18.8235302,15.29411793,-,-,1112,0.17634557,0.19065183,0.00317753,4.42076969,-5.46875,0,-,0,9.64800072,436.6418457,0,17.3410759,78.53701782,21,0,-,50,3.33586788,0,12.04217625,8.30397415,0,34.01744843,0.90499997,0.125,3.52941179,845,0,0,14.11764717,4.5,-,7.61507082,13.13158131,21.5114994,-,16,4.98500013,11.5880003,-10.44271755,-,13.85299969,13.89999962
Fri Mar 27 18:16:35 GMT+05:30 2020,27-Mar-2020 18:16:35.488,78.53701738,17.34107627,0.0,9.648001,436.6390380859375,0.0,9.98447418,-0.65324712,1.13226318,0.03079014,-,13.72549057,0.03141783,1.02071559,-0.06195036,0.03190193,14.90196133,7.45098066,-,-,-,-,1,0.05263158,13.77858543,249.67883301,-,-,87,-,20.7843132,13.72549057,-,-,799,0.2076571,0.20483559,0.00341393,4.41968346,-5.46875,0,-,-0.78125,9.64800072,436.63903809,0,17.3410759,78.53701782,21,0,-,51,3.62594342,0,12.04211235,8.30401802,0,34.01726532,0.90499997,0.125,3.52941179,846,0,0,13.33333397,4.5,-,7.61507082,13.13158131,21.5114994,-,17,4.98500013,12.59799957,-10.15264225,-,13.80500031,13.89999962
Fri Mar 27 18:16:36 GMT+05:30 2020,27-Mar-2020 18:16:36.487,78.53701733,17.34107624,0.0,9.648001,436.6326904296875,0.0,9.7329483,-0.47238845,1.32749462,0.02148849,-,13.72549057,0.02270128,1.01436663,-0.06939807,0.00699482,17.64705849,9.01960754,-,-,-,-,1,0.05,13.77858543,249.67883301,-,-,87,-,23.13725471,16.86274529,-,-,715.5,0.2230137,0.16433254,0.00273888,4.41915035,-6.25,-2.34375,-,-2.34375,9.64800072,436.63269043,0,17.3410759,78.53701782,21,0,-,51,4.06105661,0,12.04204845,8.30406284,0,34.01708603,0.84499997,0.14,3.52941179,847,0,0,13.33333397,15.5,-,7.61507082,13.13158131,21.5114994,-,18,4.98500013,13.58600044,-9.7175293,-,13.85299969,13.89999962
Fri Mar 27 18:16:37 GMT+05:30 2020,27-Mar-2020 18:16:37.489,78.53701731,17.34107619,0.0,9.648001,436.64617919921875,0.0,9.6670742,-0.61851269,1.03165305,0.02572955,-,14.11764717,-0.0034566,0.98848283,-0.05853174,0.00907041,21.17647171,10.58823586,-,-,-,-,1,0.04761905,13.77858543,249.67883301,-,-,87,-,31.37254906,16.07843208,-,-,985,0.23400322,0.15241453,0.00254024,4.41876888,-6.25,0,-,0,9.64800072,436.6461792,0,17.3410759,78.53701782,21,0,-,51,4.20609426,0,12.0419836,8.30410671,0,34.01690292,0.51999998,0.145,3.92156863,849,0,0,15.68627453,25.5,-,7.61507082,13.13158131,21.5114994,-,19,4.98500013,14.61299992,-9.57249069,-,13.80500031,13.89999962
Fri Mar 27 18:16:38 GMT+05:30 2020,27-Mar-2020 18:16:38.487,78.53701731,17.34107618,0.0,9.648001,436.65008544921875,0.0,9.62994385,-0.17774463,1.54668093,0.03191384,-,16.86274529,-0.18717439,0.78275484,-0.00383375,0.11797799,14.90196133,7.45098066,-,-,-,-,1,0.04545455,13.77858543,249.67883301,-,-,87,-,22.35294151,16.07843208,-,-,1069,0.24825165,0.18811712,0.00313529,4.41827488,-6.25,0,-,-0.78125,9.64800072,436.65008545,0,17.3410759,78.53701782,21,0,-,51,3.77098107,0,12.04191971,8.30415154,0,34.01672363,0.88999999,0.155,6.66666698,849,0,0,17.25490189,20,-,7.61507082,13.13158131,21.5114994,-,20,4.98500013,15.57999992,-10.0076046,-,13.47599983,13
