GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),CO₂ in g/km (Average)(g/km),DPF Pressure(psi),DPF Temperature(°C),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine reference torque(Nm),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Turbo Pressure Control(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Thu Jan 02 16:24:40 GMT+05:30 2020,24:39.7,78.53575998,17.34106461,0,9.648001,431.789917,0,9.81679058,-0.83650124,0.58369857,0.03098856,-,14.50980377,0.01939408,1.01326787,-0.08942144,-0.03879032,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,33.72549057,26.27450943,-,-,786.5,1.20482099,0.24119519,0.00401992,7.75888443,-7.8125,6.25,-,6.25,9.64800072,431.789917,0,17.34106445,78.53575897,20,0,-,31,5.65647173,0,12.402421,8.06277466,0,35.03508759,0.11499999,0.69,4.31372547,283,0,0,14.50980377,0,-,11.68220425,8.55984974,33.00057602,-,0,0,0,-8.12211418,-,14.13500023,14.19999981,-
Thu Jan 02 16:24:41 GMT+05:30 2020,24:40.7,78.5357655,17.34106502,0,9.648001,431.6088257,0,9.96171761,-0.78499842,0.63041037,0.03330502,-,14.50980377,-0.01108849,0.98152351,-0.08527026,-0.01864486,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,33.72549057,25.88235283,-,-,779.5,1.22371709,0.24073721,0.00401229,7.75822878,-7.8125,3.90625,-,3.90625,9.64800072,431.6088257,0,17.34106445,78.5357666,20,0,-,31,5.65647173,0,12.40231705,8.06284142,0,35.03479385,0.86500001,0.69,4.31372547,284,0,0,14.50980377,2,-,11.67377567,8.5660305,32.97676849,-,0,0,0,-8.12211418,-,14.04100037,14.19999981,-
Thu Jan 02 16:24:42 GMT+05:30 2020,24:41.7,78.53576742,17.34106469,0,9.648001,431.3745117,0,9.98207855,-0.80536002,0.97535932,0.04467779,-,14.50980377,0.01162219,1.00594223,-0.08734585,-0.04404035,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,33.72549057,25.88235283,-,-,785,1.25538373,0.23966864,0.00399448,7.75713015,-7.8125,1.5625,-,2.34375,9.64800072,431.3745117,0,17.34106445,78.5357666,19,0,-,31,5.65647173,0,12.40221405,8.06290913,0,35.03450394,0.84499997,0.69,4.31372547,285,0,0,14.50980377,1.5,-,11.66547871,8.57212257,32.95333099,-,0,0,0,-8.12211418,-,13.99400043,14.19999981,-
Thu Jan 02 16:24:43 GMT+05:30 2020,24:42.7,78.53577015,17.34106606,0,9.648001,430.8303833,0,9.7736721,-0.72990239,0.60286236,0.03172874,-,12.94117641,0.01086891,1.0037446,-0.08539234,-0.02023208,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,25.09803963,17.64705849,-,-,818,1.26317441,0.19364506,0.00322742,7.75685978,-8.59375,0,-,0,9.64800072,430.8303833,0,17.34106636,78.5357666,19,0,-,31,4.6412077,0,12.4021101,8.06297588,0,35.03421021,0.83499998,0.69499999,3.13725495,286,0,0,13.33333397,-6,-,11.65730953,8.57812977,32.93025208,-,0,0,0,-9.13737774,-,14.20600033,14.19999981,-
Thu Jan 02 16:24:44 GMT+05:30 2020,24:43.7,78.53577118,17.3410663,0,9.648001,430.5908203,0,9.94854164,-0.83290803,0.54057997,0.03198373,-,12.94117641,0.02012378,1.01363409,-0.08661328,-0.0293891,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.35294151,17.64705849,-,-,775.5,1.27613795,0.1793033,0.00298839,7.75640965,-8.59375,-1.5625,-,-0.78125,9.64800072,430.5908203,0,17.34106636,78.53577423,21,0,-,31,4.06105661,0,12.4020071,8.06304359,0,35.03392029,0.82999998,0.69999999,3.13725495,286,0,0,13.33333397,3,-,11.64926434,8.58405399,32.90752792,-,0,0,0,-9.7175293,-,14.18200016,14.10000038,-
Thu Jan 02 16:24:45 GMT+05:30 2020,24:44.7,78.53576387,17.3410645,0.27,9.648001,431.5437012,309.4,10.25755882,-0.72511148,0.47829753,0.06836528,-,12.94117641,-0.06751792,0.93146503,-0.02874087,-0.12181403,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.74509811,17.64705849,-,-,782,1.30288124,0.16976823,0.00282947,7.75548172,-8.59375,-3.125,-,-2.34375,9.64800072,431.5437012,309.3999939,17.34106445,78.5357666,21,0.972,-,31,4.06105661,0,12.40190411,8.06311035,0,35.03362656,0.55000001,0.69999999,3.13725495,288,0.972,0,13.33333397,3,-,11.64134026,8.58989811,32.88513947,-,0,0,0,-9.7175293,-,14.18200016,14.19999981,-
Thu Jan 02 16:24:46 GMT+05:30 2020,24:45.7,78.53575403,17.34106277,0,10.72,431.5482788,0,9.6634798,-0.81254637,0.54537094,0.03227695,-,12.94117641,0.01907602,1.01766324,-0.0455898,-0.10948257,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.74509811,17.64705849,-,-,775.5,1.32324898,0.17030427,0.0028384,7.75477505,-8.59375,0,-,-0.78125,10.72000027,431.5482788,0,17.34106255,78.53575134,21,0,-,32,4.06105661,0,12.40169716,8.06324482,0,35.03304291,0.09,0.69499999,3.13725495,289,0,0,13.33333397,2,-,11.62583828,8.60135174,32.84135056,-,0,0,0,-9.7175293,-,14.1590004,14.19999981,-
Thu Jan 02 16:24:47 GMT+05:30 2020,24:46.7,78.53575032,17.34106124,0,10.72,431.5291748,0,9.99645138,-0.92513394,0.88912213,0.03377327,-,12.94117641,0.00475527,0.99605262,-0.09271797,-0.00985412,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.35294151,17.25490189,-,-,778.5,1.3375963,0.1709597,0.00284933,7.75427723,-8.59375,0.78125,-,0.78125,10.72000027,431.5291748,0,17.34106064,78.53575134,24,0,-,32,4.06105661,0,12.40159416,8.06331158,0,35.03275299,0.105,0.69499999,3.13725495,290,0,0,13.33333397,3.5,-,11.61825466,8.60696602,32.81992722,-,0,0,0,-9.7175293,-,14.20600033,14.19999981,-
Thu Jan 02 16:24:48 GMT+05:30 2020,24:47.7,78.53573967,17.34106078,0,10.72,432.2144775,0,10.06591988,-0.84368765,0.81486225,0.03263803,-,12.94117641,0.00596085,0.99971545,-0.08527026,-0.03244145,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.35294151,17.25490189,-,-,783,1.35139918,0.17008579,0.00283476,7.75379801,-8.59375,1.5625,-,0,10.72000027,432.2144775,0,17.34106064,78.53573608,24,0,-,32,4.06105661,0,12.40149021,8.06337929,0,35.03245926,0.175,0.69999999,3.13725495,291,0,0,13.33333397,2,-,11.61077785,8.61250782,32.79880905,-,0,0,0,-9.7175293,-,14.20600033,14.19999981,-
Thu Jan 02 16:24:49 GMT+05:30 2020,24:48.7,78.53573627,17.34106151,0,10.72,432.5961914,0,9.8635025,-0.80176675,0.55495286,0.03284769,-,12.94117641,0.01100521,1.0065527,-0.07525857,-0.048802,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.35294151,17.25490189,-,-,775,1.36784625,0.16432731,0.00273879,7.75322771,-8.59375,-1.5625,-,-1.5625,10.72000027,432.5961914,0,17.34106064,78.53573608,26,0,-,32,3.91601896,0,12.40138721,8.06344604,0,35.03216934,0.84499997,0.69999999,3.13725495,292,0,0,13.33333397,3.5,-,11.60340595,8.61798,32.77798462,-,0,0,0,-9.86256599,-,14.22900009,14.30000019,-
Thu Jan 02 16:24:50 GMT+05:30 2020,24:49.7,78.53573558,17.34106162,0,10.72,432.5306396,0,10.00483513,-0.80056906,0.76096398,0.045057,-,13.33333397,0.01123567,1.00520968,-0.08539234,-0.03549379,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.74509811,17.25490189,-,-,778,1.38875055,0.16877492,0.00281292,7.75250196,-8.59375,-2.34375,-,-3.125,10.72000027,432.5306397,0,17.34106255,78.53573608,27,0,-,32,4.06105661,0,12.40128422,8.06351376,0,35.03187561,0.77999997,0.69999999,3.13725495,293,0,0,13.33333397,4.5,-,11.59613609,8.62338257,32.75744629,-,0,0,0,-9.7175293,-,14.18200016,14.30000019,-
Thu Jan 02 16:24:51 GMT+05:30 2020,24:50.7,78.53573372,17.34105795,0.36,5.36,432.8059692,308.9,9.96291542,-0.87482882,0.81605995,0.03230653,-,12.94117641,0.01715708,1.01094806,-0.08771212,-0.03524961,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.74509811,17.25490189,-,-,769,1.40122664,0.16811948,0.00280199,7.752069,-8.59375,-0.78125,-,-0.78125,5.36000013,432.8059692,308.8999939,17.34105873,78.53573608,27,1.296,-,32,4.06105661,0,12.40118122,8.06358051,0,35.03158569,0.095,0.69499999,3.13725495,294,1.296,0,13.33333397,3,-,11.58896446,8.62871933,32.73718643,-,0,0,0,-9.7175293,-,14.18200016,14.30000019,-
Thu Jan 02 16:24:52 GMT+05:30 2020,24:51.7,78.53573153,17.34105892,0.22,5.36,433.3156738,309,9.81679058,-0.82572156,0.7082634,0.03366717,-,12.94117641,0.0043729,0.99947125,-0.07867719,-0.04574966,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.74509811,17.25490189,-,-,777,1.42318654,0.16975808,0.0028293,7.75130701,-8.59375,0,-,-0.78125,5.36000013,433.3156738,309,17.34105873,78.53572845,26,1.296,-,32,4.06105661,0,12.40097427,8.06371498,0,35.03100204,0.075,0.69499999,3.13725495,295,0.792,0,13.33333397,2,-,11.57490826,8.63919735,32.69747925,-,0,0,0,-9.7175293,-,14.18200016,14.19999981,-
Thu Jan 02 16:24:53 GMT+05:30 2020,24:52.7,78.53573109,17.34105329,0,5.36,433.8179932,0,9.80960464,-0.8221283,0.60046691,0.03177315,-,12.94117641,0.01159695,1.00643051,-0.07684579,-0.03817986,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.35294151,17.25490189,-,-,787,1.4398042,0.16443264,0.00274054,7.75073051,-8.59375,1.5625,-,1.5625,5.36000013,433.8179932,0,17.34105301,78.53572845,26,0,-,32,3.91601896,0,12.40087128,8.06378174,0,35.03071213,0.11,0.69499999,3.13725495,296,0,0,13.33333397,3,-,11.56801796,8.64434338,32.67801666,-,0,0,0,-9.86256599,-,14.22900009,14.30000019,-
Thu Jan 02 16:24:54 GMT+05:30 2020,24:53.7,78.53573175,17.34105461,0,4.288,433.5765381,0,10.05753708,-0.82691932,0.9010995,0.03411876,-,14.50980377,0.00255866,0.99763989,-0.08295047,-0.05234272,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,33.33333206,25.49019623,-,-,779,1.45761621,0.23527832,0.00392131,7.75011253,-8.59375,0.78125,-,2.34375,4.28800011,433.5765381,0,17.34105492,78.53572845,26,0,-,32,5.51143408,0,12.40076828,8.0638485,0,35.0304184,0.85999995,0.69,4.31372547,297,0,0,14.50980377,6,-,11.56121731,8.64942837,32.65880585,-,0,0,0,-8.26715088,-,13.33399963,13.30000019,-
Thu Jan 02 16:24:55 GMT+05:30 2020,24:54.7,78.53573508,17.34105571,0,4.288,433.8594971,0,9.67426014,-0.73708892,0.51183426,0.00939655,-,14.90196133,-0.00798354,0.98628509,-0.08075279,-0.03561589,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,37.64706039,27.45098114,-,-,726.5,1.47960615,0.24759117,0.00412652,7.74934959,-7.8125,0,-,-0.78125,4.28800011,433.8594971,0,17.34105492,78.53573608,26,0,-,32,6.09158516,0,12.40066528,8.06391621,0,35.03012848,0.5,0.69,4.70588255,298,0,0,14.90196133,4.5,-,11.55450344,8.65445423,32.63984299,-,0,0,0,-7.68700027,-,14.13500023,14,-
Thu Jan 02 16:24:56 GMT+05:30 2020,24:55.7,78.5357406,17.3410562,0,4.288,433.6223145,0,9.65509605,-0.83530343,0.46033144,0.03143742,-,14.50980377,0.03798803,1.0301168,-0.08429351,-0.00814481,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,36.47058868,27.05882263,-,-,789,1.50945437,0.2462569,0.00410428,7.74831343,-7.8125,1.5625,-,0.78125,4.28800011,433.6223145,0,17.34105682,78.53574371,26,0,-,32,5.80150938,0,12.40056229,8.06398296,0,35.02983475,0.085,0.69,4.70588255,299,0,0,14.90196133,-1,-,11.54787445,8.65942192,32.62111664,-,0,0,0,-7.97707605,-,14.13500023,14.19999981,-
Thu Jan 02 16:24:57 GMT+05:30 2020,24:56.7,78.535737,17.34105683,0,4.288,433.8109131,0,10.08149147,-0.87363112,0.62681717,0.03086933,-,14.50980377,0.02989458,1.02266908,-0.08710165,-0.01925533,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,34.50980377,26.27450943,-,-,786,1.53421462,0.23918752,0.00398646,7.74745464,-7.8125,3.90625,-,3.90625,4.28800011,433.8109131,0,17.34105682,78.53573608,26,0,-,32,5.65647173,0,12.40045929,8.06404972,0,35.02954483,0.075,0.69,4.70588255,300,0,0,14.90196133,1.5,-,11.54132843,8.66433334,32.60262299,-,0,0,0,-8.12211418,-,14.13500023,14.10000038,-
Thu Jan 02 16:24:58 GMT+05:30 2020,24:57.7,78.53573138,17.34105768,0,4.288,433.9851074,0,10.05394363,-0.87123561,0.48907715,0.04891497,-,14.50980377,-0.01317437,0.98152351,-0.08148535,-0.04404035,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,33.72549057,25.88235283,-,-,795,1.55479717,0.24086122,0.00401435,7.74674034,-7.8125,6.25,-,6.25,4.28800011,433.9851074,0,17.34105682,78.53572845,27,0,-,32,5.65647173,0,12.40035629,8.06411648,0,35.02925491,0.11499999,0.69,4.31372547,301,0,0,14.50980377,0.5,-,11.53486252,8.66919041,32.58435822,-,0,0,0,-8.12211418,-,14.11200047,14.10000038,-
Thu Jan 02 16:24:59 GMT+05:30 2020,24:58.7,78.53573192,17.34105747,0,4.288,433.8618164,0,9.81798744,-0.7993713,0.50584555,0.03047485,-,14.50980377,0.02074766,1.01497722,-0.07733416,-0.02890074,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,33.72549057,25.88235283,-,-,782,1.57713854,0.2413177,0.00402196,7.745965,-7.8125,3.90625,-,3.90625,4.28800011,433.8618164,0,17.34105682,78.53572845,27,0,-,32,5.65647173,0,12.4002533,8.06418419,0,35.028965,0.87,0.69,4.31372547,302,0,0,14.50980377,2,-,11.52847576,8.67399311,32.5663147,-,0,0,0,-8.12211418,-,13.99400043,14.19999981,-
Thu Jan 02 16:25:00 GMT+05:30 2020,24:59.7,78.5357285,17.34105669,0.19,5.36,434.2224121,253,9.80002213,-0.79098713,0.53099805,0.03147114,-,14.50980377,0.02002759,1.01509929,-0.07892139,-0.04440664,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,33.72549057,25.88235283,-,-,783.5,1.58954501,0.23797029,0.00396617,7.74553442,-7.8125,1.5625,-,2.34375,5.36000013,434.2224121,253,17.34105682,78.53572845,24,0.68399996,-,32,5.65647173,0,12.4002533,8.06418419,0,35.028965,0.83999997,0.69499999,4.31372547,303,0.68399996,0,12.54901981,-11.5,-,11.52847576,8.67399311,32.5663147,-,0,0,0,-8.12211418,-,14.06499958,14.10000038,-
Thu Jan 02 16:25:01 GMT+05:30 2020,25:00.7,78.53572817,17.34105733,0.21,5.36,433.8339844,307.8,9.82397652,-0.80655771,0.52860254,0.02523786,-,12.94117641,0.01358226,1.00643063,-0.0863691,-0.02072046,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.35294151,17.25490189,-,-,787.5,1.61504483,0.1684355,0.00280726,7.74464989,-8.59375,0.78125,-,0,5.36000013,433.8339844,307.7999878,17.34105682,78.53572845,25,0.75599998,-,32,3.91601896,0,12.4001503,8.06425095,0,35.02867126,0.85999995,0.69999999,3.13725495,304,0.75599998,0,13.33333397,2,-,11.5221653,8.67874336,32.54848862,-,0,0,0,-9.86256599,-,14.1590004,14.30000019,-
Thu Jan 02 16:25:02 GMT+05:30 2020,25:01.7,78.5357384,17.34105659,0,5.36,432.6901855,0,9.66108418,-0.80296451,0.49027491,0.03129134,-,12.94117641,0.00019442,0.99446541,-0.08563653,-0.04159848,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,63,-,22.35294151,17.25490189,-,-,779,1.6277945,0.17085047,0.00284751,7.74420738,-8.59375,-0.78125,-,-0.78125,5.36000013,432.6901856,0,17.34105682,78.53573608,24,0,-,32,4.06105661,0,12.4000473,8.0643177,0,35.02838135,0.83999997,0.70499998,3.13725495,305,0,0,13.33333397,4.5,-,11.51593018,8.68344212,32.53087616,-,0,0,0,-9.7175293,-,14.1590004,14.30000019,-
Thu Jan 02 16:25:03 GMT+05:30 2020,25:02.7,78.53573985,17.34105906,0,5.36,432.3164673,0,9.82158184,-0.84009445,0.61244428,0.03169522,-,12.94117641,0.03041626,1.02389002,-0.08356094,-0.02450536,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,64,-,22.74509811,17.25490189,-,-,777,1.64548266,0.16921186,0.0028202,7.74359322,-8.59375,-2.34375,-,-2.34375,5.36000013,432.3164673,0,17.34105873,78.53573608,26,0,-,32,4.06105661,0,12.39994431,8.06438446,0,35.02809143,0.70999998,0.70499998,3.13725495,306,0,0,13.33333397,3.5,-,11.50976944,8.68809128,32.51347351,-,0,0,0,-9.7175293,-,14.22900009,14.19999981,-
Thu Jan 02 16:25:04 GMT+05:30 2020,25:03.7,78.5357399,17.34105976,0,6.432,431.8128662,0,9.86110687,-0.83171022,0.75856847,0.03164889,-,12.94117641,-0.00623558,0.98921531,-0.07574694,-0.0489241,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,64,-,22.74509811,17.64705849,-,-,770,1.65861738,0.16811949,0.00280199,7.74313784,-8.59375,-0.78125,-,0,6.43200016,431.8128662,0,17.34106064,78.53574371,25,0,-,32,4.06105661,0,12.39984131,8.06445217,0,35.0277977,0.26999998,0.70499998,3.13725495,307,0,0,13.33333397,2,-,11.50367928,8.6926899,32.49626923,-,0,0,0,-9.7175293,-,14.20600033,14.30000019,-
Thu Jan 02 16:25:05 GMT+05:30 2020,25:04.7,78.53574188,17.3410644,0.53,6.432,430.5697021,307.2,10.03238392,-0.80176675,0.74299788,0.03227763,-,12.94117641,0.01554369,1.00813985,-0.09418309,-0.02645886,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,64,-,22.35294151,17.25490189,-,-,773,1.67796218,0.16822873,0.00280381,7.74246645,-8.59375,1.5625,-,0.78125,6.43200016,430.5697022,307.2000122,17.34106445,78.53574371,26,1.90799987,-,32,4.06105661,0,12.39973831,8.06451893,0,35.02750778,0.09999999,0.70499998,3.13725495,308,1.90799987,0,13.33333397,2,-,11.49765968,8.69724178,32.47926331,-,0,0,0,-9.7175293,-,14.18200016,14.19999981,-
Thu Jan 02 16:25:06 GMT+05:30 2020,25:05.7,78.53574409,17.34106687,0.44,6.432,429.1898193,307.1,9.85631561,-0.86045599,0.58369857,0.03209173,-,12.94117641,0.02176147,1.01473296,-0.08343885,-0.01852277,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,64,-,22.74509811,17.25490189,-,-,776,1.69458425,0.16833797,0.00280563,7.74188948,-8.59375,2.34375,-,2.34375,6.43200016,429.1898193,307.1000061,17.34106636,78.53574371,25,1.58399999,-,32,4.06105661,0,12.39963531,8.06458569,0,35.02721786,0.70999998,0.70499998,3.13725495,309,1.58399999,0,13.33333397,3,-,11.49170876,8.70174503,32.46245193,-,0,0,0,-9.7175293,-,14.18200016,14.19999981,-
Thu Jan 02 16:25:07 GMT+05:30 2020,25:06.7,78.53573967,17.34106916,0.15,6.432,428.331543,307.1,9.98926544,-0.78978938,0.69269288,0.03196001,-,12.94117641,0.02380042,1.01693058,-0.08319466,-0.02010999,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,64,-,22.74509811,17.25490189,-,-,767,1.71571076,0.16822872,0.00280381,7.74115658,-8.59375,0,-,-0.78125,6.43200016,428.331543,307.1000061,17.34106827,78.53573608,25,0.54000002,-,32,4.06105661,0,12.39953232,8.06465244,0,35.02692795,0.84999996,0.70499998,3.13725495,310,0.54000002,0,13.33333397,3.5,-,11.48582458,8.70620346,32.4458313,-,0,0,0,-9.7175293,-,14.22900009,14.19999981,-
Thu Jan 02 16:25:08 GMT+05:30 2020,25:07.7,78.53574277,17.34107197,0,6.432,427.682251,0,9.81679058,-0.78499842,0.72263634,0.03239174,-,12.94117641,0.01471058,1.01131427,-0.07367135,-0.07261028,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,64,-,23.13725471,17.64705849,-,-,766.5,1.73111033,0.16822873,0.00280381,7.74062204,-8.59375,-1.5625,-,0,6.43200016,427.682251,0,17.34107208,78.53574371,26,0,-,32,4.06105661,0,12.39942932,8.0647192,0,35.02663803,0.78499997,0.70499998,3.13725495,311,0,0,13.33333397,4.5,-,11.48000526,8.71061611,32.42939377,-,0,0,0,-9.7175293,-,14.22900009,14.19999981,-
Thu Jan 02 16:25:09 GMT+05:30 2020,25:08.7,78.53574645,17.34107341,0.45,6.432,426.463623,306.6,9.83116341,-0.83051252,0.56573248,0.03177706,-,12.94117641,0.00161125,0.99617469,-0.0785551,-0.03671473,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,65,-,22.74509811,17.64705849,-,-,771.5,1.74478292,0.16746405,0.00279107,7.74014759,-8.59375,0.78125,-,0.78125,6.43200016,426.4636231,306.6000061,17.34107399,78.53574371,24,1.61999989,-,32,4.06105661,0,12.39932632,8.06478596,0,35.0263443,0.09,0.70499998,3.13725495,312,1.61999989,0,13.33333397,0.5,-,11.47425079,8.71498394,32.41313934,-,0,0,0,-9.7175293,-,14.22900009,14.19999981,-
Thu Jan 02 16:25:10 GMT+05:30 2020,25:09.7,78.53575091,17.34107581,0.33,6.432,425.4301758,306.5,9.96890354,-0.81973284,0.76575494,0.03319716,-,12.94117641,0.00699916,1.00215733,-0.07647951,-0.04355198,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,65,-,22.35294151,17.25490189,-,-,764,1.75943613,0.16768253,0.00279471,7.73963928,-8.59375,1.5625,-,1.5625,6.43200016,425.4301758,306.5,17.3410759,78.53575134,23,1.18799996,-,32,4.06105661,0,12.39922333,8.06485367,0,35.02605438,0.175,0.70499998,3.13725495,313,1.18799996,0,13.33333397,3,-,11.46855927,8.71930981,32.39706039,-,0,0,0,-9.7175293,-,14.1590004,14.30000019,-
Thu Jan 02 16:25:11 GMT+05:30 2020,25:10.7,78.53575644,17.3410768,0,6.432,424.5592041,0,9.84553623,-0.85207188,0.77174366,0.03176324,-,12.94117641,0.01229247,1.00520968,-0.0882005,-0.0237728,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,65,-,22.74509811,17.25490189,-,-,768,1.78195858,0.16757329,0.00279289,7.73885775,-8.59375,0.78125,-,0.78125,6.43200016,424.5592041,0,17.3410759,78.53575897,24,0,-,32,4.06105661,0,12.39912128,8.06492043,0,35.02576447,0.81999999,0.70499998,3.13725495,314,0,0,13.33333397,0,-,11.46292973,8.7235918,32.38115692,-,0,0,0,-9.7175293,-,14.22900009,14.19999981,-
Thu Jan 02 16:25:12 GMT+05:30 2020,25:11.7,78.53575724,17.3410754,0.24,6.432,424.5350342,305.9,10.21204472,-0.95028639,0.69748384,0.06689531,-,14.50980377,0.04825324,1.04098308,-0.09686915,-0.02890073,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,65,-,32.94117737,25.49019623,-,-,779.5,1.79774117,0.22460407,0.0037434,7.73830986,-7.8125,-1.5625,-,-1.5625,6.43200016,424.5350342,305.8999939,17.3410759,78.53575897,25,0.86399996,-,32,5.51143408,0,12.39901829,8.06498718,0,35.02547455,0.79999995,0.69499999,4.31372547,315,0.86399996,0,14.50980377,6.5,-,11.45735931,8.72783279,32.3654213,-,0,0,0,-8.26715088,-,13.31099987,13.30000019,-
Thu Jan 02 16:25:13 GMT+05:30 2020,25:12.7,78.53575642,17.3410755,0.38,6.432,424.9049072,305.7,10.04555893,-0.86644471,0.78491879,0.03210807,-,14.50980377,0.04176167,1.03524458,-0.08368304,-0.02389489,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,65,-,36.47058868,26.66666603,-,-,729,1.81822383,0.24937411,0.00415624,7.73759937,-7.8125,0,-,0,6.43200016,424.9049072,305.7000122,17.3410759,78.53575897,25,1.36799991,-,32,5.94654703,0,12.39891529,8.06505394,0,35.02518463,0.08,0.69499999,4.70588255,316,1.36799991,0,14.90196133,7.5,-,11.45184898,8.73203278,32.34985352,-,0,0,0,-7.8320384,-,14.18200016,14.10000038,-
Thu Jan 02 16:25:14 GMT+05:30 2020,25:13.7,78.53576393,17.34107659,0,6.432,424.3762207,0,9.89703941,-0.81733739,0.75617301,0.03348768,-,14.50980377,0.00199346,0.99666309,-0.07525857,-0.03439495,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,-,-,-,65,-,35.29411697,26.66666603,-,-,774.5,1.85306609,0.24079491,0.00401325,7.73639011,-7.8125,2.34375,-,2.34375,6.43200016,424.3762207,0,17.3410759,78.5357666,25,0,-,32,5.80150938,0,12.39881229,8.0651207,0,35.02489471,0.065,0.69999999,4.31372547,317,0,0,14.50980377,0.5,-,11.44639492,8.7361927,32.33444977,-,0,0,0,-7.97707605,-,14.11200047,14.19999981,-
