GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),CO₂ in g/km (Average)(g/km),DPF Pressure(psi),DPF Temperature(°C),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine reference torque(Nm),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Turbo Pressure Control(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Fri Mar 27 18:13:05 GMT+05:30 2020,27-Mar-2020 18:13:05.504,78.53703239,17.34113232,0.0,9.648001,438.34356689453125,0.0,9.55089283,-0.39573318,1.07117844,0.03109603,-,13.33333397,0.05445218,1.04440176,-0.08063069,0.01761696,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,89,-,38.03921509,19.2156868,-,-,754,-,0.24389505,0.00406492,4.59799623,-6.25,2.34375,-,1.5625,9.64800072,438.34356689,0,17.34113312,78.53703308,18,0,-,45,6.23662281,0,12.07865524,8.27889538,0,34.12049484,0.095,0.76499999,5.09803915,636,0,0,15.29411793,-2.5,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-7.54196262,-,13.68799973,13.89999962
Fri Mar 27 18:13:06 GMT+05:30 2020,27-Mar-2020 18:13:06.504,78.53703246,17.34113231,0.0,9.648001,438.3448486328125,0.0,10.11143494,-0.78978932,1.47721207,0.03126419,-,13.33333397,0.03770525,1.02694237,-0.07879928,0.02359957,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,89,-,38.03921509,19.2156868,-,-,754,-,0.24389505,0.00406492,4.59799623,-6.25,2.34375,-,1.5625,9.64800072,438.34484863,0,17.34113312,78.53703308,18,0,-,45,6.23662281,0,12.07865524,8.27889538,0,34.12049484,0.095,0.76499999,5.09803915,636,0,0,15.29411793,-2.5,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-7.54196262,-,13.68799973,13.89999962
Fri Mar 27 18:13:07 GMT+05:30 2020,27-Mar-2020 18:13:07.503,78.53703251,17.34113231,0.0,9.648001,438.34912109375,0.0,9.66587543,-0.57898724,1.38259053,0.0280267,-,13.33333397,0.0461921,1.03243649,-0.08002022,0.04643108,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,88,-,26.27450943,19.2156868,-,-,691.5,-,0.24389505,0.00406492,4.59799623,-6.25,2.34375,-,1.5625,9.64800072,438.34912109,0,17.34113312,78.53703308,16,0,-,45,4.49617004,0,12.07858944,8.2789402,0,34.12031174,0.095,0.76499999,5.09803915,636,0,0,15.29411793,-2.5,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-9.28241539,-,13.68799973,13.89999962
Fri Mar 27 18:13:08 GMT+05:30 2020,27-Mar-2020 18:13:08.501,78.53703255,17.34113232,0.0,9.648001,438.349609375,0.0,9.77966118,-0.64965391,1.49398041,0.02840821,-,13.33333397,-0.01168235,0.97590721,-0.06365967,0.0402043,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,88,-,26.27450943,19.2156868,-,-,691.5,-,0.24389505,0.00406492,4.59799623,-6.25,-0.78125,-,-0.78125,9.64800072,438.34960938,0,17.34113312,78.53703308,16,0,-,45,4.49617004,0,12.07858944,8.2789402,0,34.12031174,0.085,0.75999999,5.09803915,636,0,0,13.72549057,-3,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-9.28241539,-,13.85299969,13.89999962
Fri Mar 27 18:13:09 GMT+05:30 2020,27-Mar-2020 18:13:09.501,78.53703262,17.34113231,0.0,9.648001,438.3599853515625,0.0,9.55688095,-0.55623025,1.16340435,0.00202632,-,13.33333397,0.04391337,1.03207028,-0.08527026,0.02872749,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,88,-,26.27450943,19.2156868,-,-,691.5,-,0.24389505,0.00406492,4.59799623,-6.25,-0.78125,-,-0.78125,9.64800072,438.35998535,0,17.34113312,78.53703308,16,0,-,45,4.49617004,0,12.07858944,8.2789402,0,34.12031174,0.085,0.75999999,5.09803915,636,0,0,13.72549057,-3,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-9.28241539,-,13.85299969,13.89999962
Fri Mar 27 18:13:10 GMT+05:30 2020,27-Mar-2020 18:13:10.502,78.53703268,17.34113232,0.0,9.648001,438.35675048828125,0.0,9.45746899,-0.49155229,1.17897499,0.03068211,-,13.72549057,0.03674181,1.02486682,-0.08563653,0.02811702,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,88,-,26.27450943,18.43137169,-,-,691.5,-,0.24389505,0.00406492,4.59799623,-6.25,-0.78125,-,-0.78125,9.64800072,438.35675049,0,17.34113312,78.53703308,17,0,-,45,4.49617004,0,12.07858944,8.2789402,0,34.12031174,0.085,0.75999999,3.52941179,642,0,0,13.72549057,-3,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-9.28241539,-,13.85299969,13.89999962
Fri Mar 27 18:13:11 GMT+05:30 2020,27-Mar-2020 18:13:11.502,78.53703278,17.34113234,0.0,9.648001,438.35906982421875,0.0,10.00124168,-0.7322979,1.18256831,0.03212108,-,13.72549057,0.00291788,0.98994792,-0.05670032,0.0481404,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,88,-,26.27450943,18.43137169,-,-,691.5,-,0.24389505,0.00406492,4.59799623,-6.25,-0.78125,-,-0.78125,9.64800072,438.35906982,0,17.34113312,78.53703308,18,0,-,45,4.49617004,0,12.07858944,8.2789402,0,34.12031174,0.085,0.75999999,3.52941179,642,0,0,13.72549057,-3,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-9.28241539,-,13.85299969,13.89999962
Fri Mar 27 18:13:12 GMT+05:30 2020,27-Mar-2020 18:13:12.504,78.53703285,17.34113234,0.0,9.648001,438.36083984375,0.0,10.14856529,-0.83769894,1.2268846,0.032389,-,13.72549057,0.04504946,1.0342679,-0.08722375,0.01859371,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,88,-,26.27450943,18.43137169,-,-,691.5,-,0.24389505,0.00406492,4.59799623,-6.25,-0.78125,-,-0.78125,9.64800072,438.36083984,0,17.34113312,78.53703308,18,0,-,45,4.49617004,0,12.07858944,8.2789402,0,34.12031174,0.085,0.75999999,3.52941179,642,0,0,13.72549057,-3,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-9.28241539,-,13.85299969,13.89999962
Fri Mar 27 18:13:13 GMT+05:30 2020,27-Mar-2020 18:13:13.502,78.53703289,17.34113233,0.0,9.648001,438.3602294921875,0.0,10.07190895,-0.77182329,1.42570925,0.03764379,-,13.72549057,0.04244893,1.02987254,-0.08026441,0.03739614,14.50980377,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,88,-,38.4313736,18.43137169,-,-,727.5,-,0.24389505,0.00406492,4.59799623,-6.25,2.34375,-,1.5625,9.64800072,438.36022949,0,17.34113312,78.53703308,19,0,-,45,6.23662281,0,12.07852459,8.27898502,0,34.12012482,0.085,0.75999999,3.52941179,642,0,0,15.29411793,-1.5,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-7.54196262,-,13.66399956,13.89999962
Fri Mar 27 18:13:14 GMT+05:30 2020,27-Mar-2020 18:13:14.501,78.53703293,17.34113232,0.0,9.648001,438.365234375,0.0,10.03358173,-0.70954084,1.14783382,0.05099982,-,15.29411793,0.01036904,0.99666309,-0.05596776,0.0538788,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,88,-,37.25490189,27.05882263,-,-,768,0.03846442,0.24389505,0.00406492,4.59666157,-6.25,2.34375,-,3.90625,9.64800072,438.36523438,0,17.34113312,78.53703308,19,0,-,45,6.09158516,0,12.07845879,8.27902985,0,34.1199379,0.085,0.755,5.09803915,646,0,0,15.29411793,0,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-7.68700027,-,13.66399956,13.89999962
Fri Mar 27 18:13:15 GMT+05:30 2020,27-Mar-2020 18:13:15.501,78.53703295,17.34113232,0.0,9.648001,438.36676025390625,0.0,10.21324253,-0.84967631,0.62561941,0.0332301,-,15.68627453,0.06630109,1.05416918,-0.08404931,0.03373333,14.90196133,7.45098066,-,-,-,-,-,0,13.77858543,252.82759094,-,-,88,-,37.25490189,27.05882263,-,-,773.5,0.05508665,0.24140337,0.00402339,4.59608459,-6.25,1.5625,-,2.34375,9.64800072,438.36676025,0,17.34113312,78.53703308,20,0,-,45,6.09158516,0,12.07839298,8.27907467,0,34.11975479,0.82999998,0.755,5.09803915,646,0,0,15.29411793,6,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-7.68700027,-,13.56999969,13.80000019
Fri Mar 27 18:13:16 GMT+05:30 2020,27-Mar-2020 18:13:16.503,78.537033,17.34113233,0.0,9.648001,438.3712158203125,0.0,9.48980808,-0.48795909,0.94781125,0.02949532,-,15.68627453,0.01195151,1.00484335,-0.05731079,0.00174479,16.47058868,8.23529434,-,-,-,-,-,0,13.77858543,252.82759094,-,-,88,-,48.23529434,33.33333206,-,-,829.5,0.08909535,0.31259853,0.00520998,4.59490442,-6.25,2.34375,-,2.34375,9.64800072,438.37121582,0,17.34113312,78.53703308,19,0,-,45,7.83203793,0,12.07832718,8.27911949,0,34.11956787,0.81999999,0.755,5.09803915,647,0,0,16.07843208,-10.5,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-5.94654751,-,13.73499966,13.80000019
Fri Mar 27 18:13:17 GMT+05:30 2020,27-Mar-2020 18:13:17.502,78.53703345,17.34113436,0.25,9.648001,437.9837646484375,4.6,10.01202202,-0.57180083,1.48799169,0.03101661,-,15.68627453,0.00328617,0.99031425,-0.07892139,0.03764033,16.07843208,7.84313726,-,-,-,-,-,0,13.77858543,252.82759094,-,-,87,-,48.23529434,30.98039246,-,-,829.5,0.12612069,0.27315044,0.00455251,4.59361982,-6.25,2.34375,-,2.34375,9.64800072,437.98376465,4.5999999,17.34113503,78.53703308,19,0,-,45,6.38166046,0,12.07826233,8.27916431,0,34.11938477,0.81999999,0.755,5.49019623,648,0.89999998,0,16.07843208,-10.5,-,6.40073538,15.62287998,18.08117294,-,0,0,0,-7.39692497,-,13.73499966,13.89999962
Fri Mar 27 18:13:18 GMT+05:30 2020,27-Mar-2020 18:13:18.503,78.53703209,17.34114102,0.45,9.648001,435.69647216796875,3.4,9.82876778,-0.89159721,1.07477164,0.03086453,-,15.68627453,0.00433218,0.99190146,-0.06060733,0.04301246,14.90196133,7.45098066,-,-,-,-,1,0.125,13.77858543,252.82759094,-,-,87,0.05599456,40,29.41176414,-,-,840,0.12612069,0.27315044,0.00455251,4.59361982,-6.25,-1.5625,-,-1.5625,9.64800072,435.69647217,3.4000001,17.34114075,78.53703308,19,0.10000002,0.07508994,46,6.38166046,0,12.07826233,8.27916431,0,34.11938477,0.69999999,0.75,5.49019623,650,1.61999989,1,16.07843208,-6,0.63654417,6.40073538,15.62287998,18.08117294,-,0,0.63999999,0,-7.39692497,-,13.75800037,13.80000019
Fri Mar 27 18:13:19 GMT+05:30 2020,27-Mar-2020 18:13:19.502,78.53703051,17.34114476,0.0,9.648001,435.607421875,0.0,10.01801109,-0.78380072,1.07716715,0.04919308,-,15.68627453,0.03054507,1.02120399,-0.07989813,0.00980297,14.90196133,7.45098066,-,-,-,-,1,0.11111111,13.77858543,252.82759094,-,-,87,0.05599456,38.82352829,28.23529434,-,-,827,0.15964565,0.27574134,0.00459569,4.59245634,-6.25,2.34375,-,1.5625,9.64800072,435.60742188,0,17.34114456,78.53703308,19,1.61999989,0.07508994,46,6.38166046,0.79772347,12.07697582,8.28004646,2.25345612,34.11575317,0.09,0.75,5.49019623,651,0,0,15.68627453,-4.5,0.63654417,0.79772347,125.35411835,2.25345612,-,1,1.19200003,0.704,-7.39692497,-,13.73499966,13.80000019
Fri Mar 27 18:13:20 GMT+05:30 2020,27-Mar-2020 18:13:20.509,78.53703165,17.34114278,0.0,9.648001,435.50091552734375,0.0,9.66707325,-0.65085161,1.29994667,0.02844219,-,15.68627453,0.00039435,0.99080265,-0.06768876,0.01761696,14.50980377,7.45098066,-,-,-,-,1,0.09090909,13.77858543,252.82759094,-,-,87,0.05599456,40,28.23529434,-,-,791.5,0.19819283,0.27042571,0.0045071,4.59111881,-6.25,3.90625,-,3.90625,9.64800072,435.50091553,0,17.34114265,78.53703308,19,0,0.07508994,46,6.52669811,0,12.07691097,8.28009129,0,34.11556625,0.22,0.75,5.49019623,652,0,0,15.68627453,-7.5,0.63654417,0.77873003,128.41152954,2.1998024,-,2,1.19200003,1.68099999,-7.25188732,-,13.71100044,13.60000038
Fri Mar 27 18:13:21 GMT+05:30 2020,27-Mar-2020 18:13:21.502,78.53703133,17.34114067,0.0,9.648001,435.720703125,0.0,9.89464378,-0.75745046,1.18975461,0.03236393,-,12.54901981,-0.00451504,0.98518628,-0.06756667,0.02311119,14.90196133,7.45098066,-,-,-,-,1,0.08333334,13.77858543,252.82759094,-,-,87,-,26.27450943,20.7843132,-,-,779,0.21531184,0.1889604,0.00314934,4.59052467,-6.25,1.5625,-,0.78125,9.64800072,435.72070312,0,17.34114075,78.53703308,20,0,-,46,4.6412077,0,12.07684517,8.28013611,0,34.11538315,0.82499999,0.75,2.74509811,652,0,0,13.72549057,-6,-,0.76636922,130.48268127,2.16488481,-,3,1.19200003,2.70700002,-9.13737774,-,13.80500031,14
Fri Mar 27 18:13:22 GMT+05:30 2020,27-Mar-2020 18:13:22.502,78.53703226,17.34113755,0.0,9.648001,436.3448486328125,0.0,9.79163742,-0.6891793,1.19454551,0.03186352,-,13.33333397,0.01519762,1.00435495,-0.07306088,0.02591934,14.90196133,7.45098066,-,-,-,-,1,0.07692308,13.77858543,252.82759094,-,-,87,-,25.88235283,18.8235302,-,-,731,0.22995035,0.18016443,0.00300274,4.59001684,-6.25,-0.78125,-,-0.78125,9.64800072,436.34484863,0,17.34113693,78.53703308,20,0,-,46,4.49617004,0,12.07677937,8.28018093,0,34.11519623,0.83999997,0.745,3.13725495,653,0,0,13.72549057,-4.5,-,0.75724578,132.05476379,2.13911247,-,4,1.19200003,3.69499993,-9.28241539,-,13.75800037,13.89999962
Fri Mar 27 18:13:23 GMT+05:30 2020,27-Mar-2020 18:13:23.505,78.53703101,17.34113441,0.0,9.648001,436.0821533203125,0.0,9.86709595,-0.6939702,1.30952859,0.03125844,-,13.33333397,0.01402766,1.00203514,-0.06854341,0.03702986,25.88235283,12.94117641,-,-,-,-,1,0.06666667,13.77858543,252.82759094,-,-,87,-,30.19607925,30.19607925,-,-,1063.5,0.25767657,0.25227049,0.00420451,4.58905458,-6.25,-1.5625,-,0,9.64800072,436.08215332,0,17.34113503,78.53703308,20,0,-,46,6.38166046,0,12.07671356,8.28022575,0,34.11501312,0.79499996,0.75,3.13725495,655,0,0,13.33333397,0.5,-,0.75003392,133.32452393,2.11873984,-,5,1.19200003,4.71000004,-7.39692497,-,13.80500031,14
Fri Mar 27 18:13:24 GMT+05:30 2020,27-Mar-2020 18:13:24.509,78.53703043,17.34113089,0.0,9.648001,435.71728515625,0.0,9.85631657,-0.70954084,1.11549473,0.03271908,-,13.72549057,0.03057639,1.01961672,-0.07733416,0.02555304,30.98039246,15.29411793,-,-,-,-,1,0.0625,13.77858543,252.82759094,-,-,87,-,50.58823776,35.68627548,-,-,1602,0.28936204,0.42051673,0.00700861,4.587955,-6.25,0,-,0,9.64800072,435.71728516,0,17.34113121,78.53703308,21,0,-,46,7.68700027,0,12.07664871,8.28027058,0,34.1148262,0.06,0.75,3.52941179,656,0,0,18.8235302,-16,-,0.74408132,134.39112854,2.10192466,-,6,1.19200003,5.69799995,-6.09158516,-,13.8760004,14
