GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),CO₂ in g/km (Average)(g/km),DPF Pressure(psi),DPF Temperature(°C),Drivers demand engine % torque(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine RPM(rpm),Exhaust gas temp Bank 1 Sensor 1(°C),Exhaust gas temp Bank 1 Sensor 2(°C),Exhaust gas temp Bank 1 Sensor 3(°C),Exhaust gas temp Bank 1 Sensor 4(°C),Exhaust gas temp Bank 2 Sensor 1(°C),Exhaust gas temp Bank 2 Sensor 2(°C),Exhaust gas temp Bank 2 Sensor 3(°C),Exhaust gas temp Bank 2 Sensor 4(°C),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 2 sensor 1(V),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Speed (GPS)(km/h),Speed (OBD)(km/h),Torque(Nm),Transmission Temperature(Method 1)(°C),Transmission Temperature(Method 2)(°C),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Sat Aug 14 16:08:04 GMT+05:30 2021,14-Aug-2021 16:08:03.736,73.78825903,18.62859994,0.0,3.216,484.8975830078125,0.0,-9.97976685,-0.06620789,-0.81402588,-0.06441835,-,-,-0.00420502,0.10079666,0.00170786,-0.0048825,-,-,-,-,14.69999981,24,-,0,-,426.70001221,-,-,-,-,-,-,-,88,-,39.60784531,30.19607925,-,676.75,-,-,-,-,-,-,-,-,0.97114074,16.18567848,2.34375,1.5625,3.21600008,484.89758301,0,18.62859917,73.78826141,10,0,-,53,6.23662281,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,13.39999962,-
Sat Aug 14 16:08:05 GMT+05:30 2021,14-Aug-2021 16:08:04.691,73.788259,18.62859998,0.0,3.216,484.909423828125,0.0,-9.996521,-0.04945374,-1.0582428,-0.06987587,-,-,0.01006129,0.08688488,0.00634616,-0.01391178,-,-,-,-,14.69999981,24,-,0,-,427.70001221,-,-,-,-,-,-,-,88,-,39.60784531,29.80392075,-,676.75,-,-,-,-,-,-,-,-,0.96578908,16.09648514,2.34375,1.5625,3.21600008,484.90942383,0,18.62859917,73.78826141,9,0,-,53,6.23662281,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,13.39999962,-
Sat Aug 14 16:08:06 GMT+05:30 2021,14-Aug-2021 16:08:05.691,73.78825898,18.6286,0.0,3.216,484.90924072265625,0.0,-9.996521,-0.06860352,-0.91218567,-0.06496973,-,-,0.0213009,0.07809824,-0.0107387,-0.0524725,-,-,-,-,14.69999981,24,-,0,-,427.70001221,-,-,-,-,-,-,-,88,-,40,29.80392075,-,678.25,-,-,-,-,-,-,-,-,0.96578908,16.09648514,2.34375,0.78125,3.21600008,484.90924072,0,18.62859917,73.78826141,9,0,-,53,6.23662281,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,13.39999962,-
Sat Aug 14 16:08:07 GMT+05:30 2021,14-Aug-2021 16:08:06.691,73.788259,18.6286,0.0,3.216,484.92352294921875,0.0,-9.91990662,0.09898376,-0.40701294,-0.06772561,-,-,0.07197548,0.02611415,0.00463674,-0.03685285,-,-,-,-,14.69999981,24,-,0,-,428.79998779,-,-,-,-,-,-,-,88,-,40,30.19607925,-,672.5,-,-,-,-,-,-,-,-,0.96792978,16.132164,2.34375,0.78125,3.21600008,484.92352295,0,18.62859917,73.78826141,11,0,-,53,6.23662281,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,13.39999962,-
Sat Aug 14 16:08:08 GMT+05:30 2021,14-Aug-2021 16:08:07.691,73.788259,18.62860001,0.0,4.288,484.9261474609375,0.0,-9.92230225,-0.04945374,-0.85472107,-0.06466108,-,-,0.05320006,0.04734735,-0.00512515,-0.0676053,-,-,-,-,14.69999981,24,-,0,-,429.8999939,-,-,-,-,-,-,-,88,-,39.60784531,30.19607925,-,672.5,-,-,-,-,-,-,-,-,0.96792978,16.132164,2.34375,0,4.28800011,484.92614746,0,18.62859917,73.78826141,11,0,-,53,6.23662281,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,13.39999962,-
Sat Aug 14 16:08:09 GMT+05:30 2021,14-Aug-2021 16:08:08.690,73.78825899,18.62860001,0.0,4.288,484.9259033203125,0.0,-10.05877686,-0.08297729,-0.90979004,-0.06647515,-,-,0.01409699,0.0842002,-0.00732142,-0.03782966,-,-,-,-,14.69999981,24,-,0,-,429.8999939,-,-,-,-,-,-,-,88,-,39.60784531,30.19607925,-,675.25,-,-,-,-,-,-,-,-,0.95972395,15.99539948,2.34375,0.78125,4.28800011,484.92590332,0,18.62859917,73.78826141,10,0,-,53,6.23662281,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,13.39999962,-
Sat Aug 14 16:08:10 GMT+05:30 2021,14-Aug-2021 16:08:09.690,73.78825895,18.62860005,0.0,4.288,484.943359375,0.0,-10.09707642,-0.05903625,-0.51235962,-0.06519386,-,-,0.01061822,0.08639647,0.00073261,-0.01561965,-,-,-,-,14.69999981,24,-,0,-,430.8999939,-,-,-,-,-,-,-,88,-,39.60784531,30.19607925,-,675.25,-,-,-,-,-,-,-,-,0.95972395,15.99539948,2.34375,0.78125,4.28800011,484.94335938,0,18.62859917,73.78826141,12,0,-,53,6.23662281,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,13.30000019,-
Sat Aug 14 16:08:11 GMT+05:30 2021,14-Aug-2021 16:08:10.690,73.78825893,18.62860007,0.0,4.288,484.9432373046875,0.0,-9.9103241,-0.07339478,-0.73501587,-0.06584965,-,-,0.00283474,0.09371945,0.00585776,-0.00366149,-,-,-,-,14.69999981,24,-,0,-,430.8999939,-,-,-,-,-,-,-,88,-,39.2156868,30.19607925,-,681.75,-,-,-,-,-,-,-,-,0.96364844,16.06080818,2.34375,0.78125,4.28800011,484.9432373,0,18.62859917,73.78826141,9,0,-,53,6.23662281,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,13.39999962,-
Sat Aug 14 16:08:12 GMT+05:30 2021,14-Aug-2021 16:08:11.691,73.7882589,18.62860008,0.0,4.288,484.942626953125,0.0,-10.01087952,-0.06143188,-1.03668213,-0.06940434,-,-,0.01168866,0.08542122,0.00854243,-0.01732907,-,-,-,-,14.69999981,24,-,0,-,431.79998779,-,-,-,-,-,-,-,88,-,39.2156868,29.80392075,-,677.5,-,-,-,-,-,-,-,-,0.97292465,16.21541023,2.34375,0.78125,4.28800011,484.94262695,0,18.62859917,73.78826141,12,0,-,53,6.23662281,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,13.39999962,-
Sat Aug 14 16:08:13 GMT+05:30 2021,14-Aug-2021 16:08:12.691,73.78825888,18.62860009,0.0,4.288,484.944091796875,0.0,-9.97497559,-0.05664062,-0.86669922,-0.06697154,-,-,0.00612957,0.09323104,0.00121946,-0.0524725,-,-,-,-,14.69999981,24,-,0,-,432.70001221,-,-,-,-,-,-,-,88,-,39.60784531,29.80392075,-,677.5,-,-,-,-,-,-,-,-,0.97292465,16.21541023,2.34375,-0.78125,4.28800011,484.9440918,0,18.62859917,73.78826141,11,0,-,52,6.23662281,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,13.30000019,-
