GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),CO₂ in g/km (Average)(g/km),DPF Pressure(psi),DPF Temperature(°C),Drivers demand engine % torque(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine RPM(rpm),Exhaust gas temp Bank 1 Sensor 1(°C),Exhaust gas temp Bank 1 Sensor 2(°C),Exhaust gas temp Bank 1 Sensor 3(°C),Exhaust gas temp Bank 1 Sensor 4(°C),Exhaust gas temp Bank 2 Sensor 1(°C),Exhaust gas temp Bank 2 Sensor 2(°C),Exhaust gas temp Bank 2 Sensor 3(°C),Exhaust gas temp Bank 2 Sensor 4(°C),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 2 sensor 1(V),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Speed (GPS)(km/h),Speed (OBD)(km/h),Torque(Nm),Transmission Temperature(Method 1)(°C),Transmission Temperature(Method 2)(°C),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Sat Aug 14 16:24:58 GMT+05:30 2021,14-Aug-2021 16:24:58.486,73.78843557,18.62923173,2.41,9.648001,492.51348876953125,18.5,-9.56556702,-0.59054565,-1.1492157,0.09743454,-,-,-0.00578947,0.07931926,-0.11348743,-0.09981985,-,-,-,-,14.69999981,24,10.18181801,2.60465121,-,446.5,-,-,-,-,-,-,-,85,-,45.09804153,53.33333206,-,665.5,-,-,-,-,-,-,-,-,1.75248706,29.20811844,2.34375,-1.5625,9.64800072,492.51348877,18.5,18.62923241,73.78843689,12,0.32400036,-,56,10.5877552,-,-,-,-,-,-,-,5.49019623,8.67599964,9,-,-,-,6.2487793,16.00279236,0.04949986,17,17.08300018,0,12.80000019,-
Sat Aug 14 16:24:59 GMT+05:30 2021,14-Aug-2021 16:24:59.487,73.78844082,18.62924879,2.45,9.648001,490.16015625,17.4,-9.69006348,-0.46604919,-1.39341736,-0.02112924,-,-,-0.06847926,0.13276701,-0.03782966,-0.05613243,-,-,-,-,14.69999981,24,10.18181801,2.60465121,-,448.70001221,-,-,-,-,-,-,-,85,-,89.80392456,53.33333206,-,665.5,-,-,-,-,-,-,-,-,1.75248706,29.20811844,2.34375,-3.90625,9.64800072,490.16015625,17.39999962,18.62924957,73.78844452,6,0.32400036,-,56,10.5877552,-,-,-,-,-,-,-,10.1960783,8.81999969,9,-,-,-,6.2487793,16.00279236,0.04949986,18,18.09499931,0,13.10000038,-
Sat Aug 14 16:25:00 GMT+05:30 2021,14-Aug-2021 16:25:00.486,73.78844677,18.62926799,2.78,9.648001,489.971435546875,12.6,-11.2247467,-0.46365356,-2.20985413,-0.0290876,-,-,-0.00179116,0.07687723,0.02196426,-0.14667879,-,-,-,-,14.69999981,24,10.33333302,2.81818175,-,448.70001221,-,-,-,-,-,-,-,85,2.36982894,79.60784149,64.31372833,-,868.75,-,-,-,-,-,-,-,-,1.83838499,30.63974953,2.34375,-1.5625,9.64800072,489.97143555,12.60000038,18.62926865,73.78844452,10,1.99200058,3.17799282,56,12.18317032,-,-,-,-,-,-,-,10.1960783,10.00799942,12,26.0485878,-,-,6.12575531,16.3241787,0.05428611,19,19.07999992,0,13.10000038,-
Sat Aug 14 16:25:01 GMT+05:30 2021,14-Aug-2021 16:25:01.487,73.78845617,18.62929524,3.54,9.648001,491.65301513671875,16.0,-10.06834412,-0.46844482,0.28251648,-0.00895433,-,-,0.0274955,0.03416818,-0.00976189,0.05930551,-,-,-,-,14.69999981,24,10.33333302,2.81818175,-,451.20001221,-,-,-,-,-,-,-,86,2.36982894,79.60784149,27.84313774,-,868.75,-,-,-,-,-,-,-,-,1.83838499,30.63974953,2.34375,-1.5625,9.64800072,491.65301514,16,18.62929535,73.78845978,9,1.99200058,3.17799282,56,12.18317032,-,-,-,-,-,-,-,0,12.74399948,12,26.0485878,-,-,6.12575531,16.3241787,0.05428611,20,20.0359993,0,13.30000019,-
Sat Aug 14 16:25:02 GMT+05:30 2021,14-Aug-2021 16:25:02.487,73.78846644,18.6293238,3.03,9.648001,490.700927734375,21.6,-10.01567078,0.05349731,-0.33518982,-0.04385279,-,-,0.02468999,0.03831651,-0.05173989,-0.0317277,-,-,-,-,14.69999981,24,10.53846169,3.04444456,-,451.20001221,-,-,-,-,-,-,-,86,0.83145076,32.54901886,27.84313774,-,927.5,-,-,-,-,-,-,-,-,1.08564425,18.09407043,2.34375,-2.34375,9.64800072,490.70092773,21.60000038,18.62932396,73.78846741,10,0.25600052,1.11499381,56,5.51143408,-,-,-,-,-,-,-,0,10.90799999,13,8.56021404,-,-,6.53637171,15.29868889,0.06015069,20,20.9489994,0,13.30000019,-
Sat Aug 14 16:25:03 GMT+05:30 2021,14-Aug-2021 16:25:03.487,73.78847665,18.6293502,3.13,9.648001,490.14459228515625,23.6,-10.2598877,-0.22901917,-0.77093506,-0.0341972,-,-,0.01619498,0.04856681,-0.03441238,-0.06662693,-,-,-,-,14.69999981,24,10.53846169,3.04444456,-,453.29998779,-,-,-,-,-,-,-,86,0.83145076,32.54901886,27.45098114,-,783.25,-,-,-,-,-,-,-,-,1.22006512,20.33441925,2.34375,-2.34375,9.64800072,490.14459229,23.60000038,18.62935066,73.78847504,9,0.25600052,1.11499381,56,5.80150938,-,-,-,-,-,-,-,0,11.26799965,13,8.56021404,-,-,6.85318804,14.59144592,0.06015069,22,22.03100014,0,13.39999962,-
Sat Aug 14 16:25:04 GMT+05:30 2021,14-Aug-2021 16:25:04.486,73.78848701,18.62937696,3.13,9.648001,490.2991943359375,22.1,-10.13777161,-0.17874146,-0.31842041,-0.02490208,-,-,0.02325505,0.03904912,-0.04637054,-0.02050059,-,-,-,-,14.69999981,24,10.5,3.19565225,-,455.29998779,-,-,-,-,-,-,-,86,0.83145076,38.4313736,27.45098114,-,783.25,-,-,-,-,-,-,-,-,1.22006512,20.33441925,2.34375,0,9.64800072,490.29919434,22.10000038,18.62937737,73.7884903,9,1.26799965,1.11499381,56,5.80150938,-,-,-,-,-,-,-,0,11.26799965,10,8.56021404,-,-,6.85318804,14.59144592,0.06575055,23,23.07999992,0,13.30000019,-
Sat Aug 14 16:25:05 GMT+05:30 2021,14-Aug-2021 16:25:05.487,73.78849242,18.62940024,2.35,9.648001,490.1910400390625,17.1,-9.94384766,-0.51393127,-1.00317383,-0.02767879,-,-,0.01078634,0.0527167,0.00610196,-0.05320355,-,-,-,-,14.69999981,24,10.46666622,3.34042549,-,455.29998779,-,-,-,-,-,-,-,86,-,38.4313736,32.94117737,-,731.75,-,-,-,-,-,-,-,-,1.21061873,20.17697906,2.34375,0,9.64800072,490.19104004,17.10000038,18.62940025,73.7884903,11,1.54000092,-,56,6.81677389,-,-,-,-,-,-,-,0,8.45999908,10,-,-,-,6.95368147,14.38057232,0.07082833,23,23.99399948,0,13.30000019,-
Sat Aug 14 16:25:06 GMT+05:30 2021,14-Aug-2021 16:25:06.487,73.78849378,18.62942155,2.5,9.648001,490.4239501953125,13.7,-10.89674377,-0.03509521,-0.18675232,-0.03884287,-,-,0.11730094,-0.05491297,-0.06199019,0.04051434,-,-,-,-,14.69999981,24,10.46666622,3.34042549,-,457,-,-,-,-,-,-,-,86,-,45.49019623,32.94117737,-,731.75,-,-,-,-,-,-,-,-,1.21061873,20.17697906,2.34375,-0.78125,9.64800072,490.4239502,13.69999981,18.62942123,73.7884903,11,1.54000092,-,56,6.81677389,-,-,-,-,-,-,-,0,9,10,-,-,-,6.95368147,14.38057232,0.07082833,25,25.02300072,0,13.30000019,-
Sat Aug 14 16:25:07 GMT+05:30 2021,14-Aug-2021 16:25:07.487,73.78849571,18.62944624,2.79,9.648001,490.09033203125,11.1,-10.34846497,0.34797668,-0.90979004,-0.03291877,-,-,-0.01308264,0.07516936,0.02367368,-0.01927958,-,-,-,-,14.69999981,24,10.4375,3.47916675,-,457,-,-,-,-,-,-,-,86,-,48.62745285,36.07843018,-,721,-,-,-,-,-,-,-,-,1.20321119,20.0535202,2.34375,-0.78125,9.64800072,490.09033203,11.10000038,18.62944603,73.78849792,11,0.04399967,-,56,7.25188684,-,-,-,-,-,-,-,0,10.04399967,10,-,-,-,7.04416609,14.19584942,0.07537556,26,26.0170002,0,13.30000019,-
