GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Catalyst Temperature (Bank 2 Sensor 1)(°C),Catalyst Temperature (Bank 2 Sensor 2)(°C),CO₂ in g/km (Average)(g/km),DPF Pressure(psi),DPF Temperature(°C),Drivers demand engine % torque(%),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine RPM(rpm),Exhaust gas temp Bank 1 Sensor 1(°C),Exhaust gas temp Bank 1 Sensor 2(°C),Exhaust gas temp Bank 1 Sensor 3(°C),Exhaust gas temp Bank 1 Sensor 4(°C),Exhaust gas temp Bank 2 Sensor 1(°C),Exhaust gas temp Bank 2 Sensor 2(°C),Exhaust gas temp Bank 2 Sensor 3(°C),Exhaust gas temp Bank 2 Sensor 4(°C),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),NOx Post SCR(ppm),NOx Pre SCR(ppm),O2 Sensor1 Equivalence Ratio,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 2 sensor 1(V),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Speed (GPS)(km/h),Speed (OBD)(km/h),Torque(Nm),Transmission Temperature(Method 1)(°C),Transmission Temperature(Method 2)(°C),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Sat Aug 14 15:22:41 GMT+05:30 2021,14-Aug-2021 15:22:40.384,73.78833034,18.62859217,1.6,4.288,500.56549072265625,44.3,-10.52323914,-0.95924377,-0.54826355,0.08570677,-,-,0.11364996,-0.10933754,-0.14082104,-0.03929332,-,-,-,-,14.69999981,24,9,0.66666669,-,258,-,-,-,-,-,-,-,46,3.00637984,51.76470566,34.50980377,-,1582.25,-,-,-,-,-,-,-,-,1.6925869,28.20978165,2.34375,8.59375,4.28800011,500.56549072,44.29999924,18.62859154,73.78833008,8,6.35600042,4.03162193,26,6.52669811,-,-,-,-,-,-,-,6.27450991,5.75999975,11,18.14390564,-,-,4.13560963,24.17972946,0.0039525,1,1.72300005,0,13.89999962,-
Sat Aug 14 15:22:42 GMT+05:30 2021,14-Aug-2021 15:22:41.385,73.78832441,18.62863675,2.74,5.36,494.66204833984375,24.2,-10.01806641,0.23306274,-1.31202698,0.04395477,-,-,0.06678257,-0.07443831,0.0104945,0.04344166,-,-,-,-,14.69999981,24,9,0.66666669,-,265.20001221,-,-,-,-,-,-,-,46,3.00637984,38.4313736,34.50980377,-,1582.25,-,-,-,-,-,-,-,-,1.6925869,28.20978165,2.34375,9.375,5.36000013,494.66204834,24.20000076,18.62863731,73.78832245,6,6.35600042,4.03162193,26,6.52669811,-,-,-,-,-,-,-,6.27450991,9.86399937,11,18.14390564,-,-,4.13560963,24.17972946,0.0039525,2,2.72000003,0,14,-
Sat Aug 14 15:22:42 GMT+05:30 2021,14-Aug-2021 15:22:42.384,73.78832441,18.62863675,2.74,5.36,494.66204833984375,24.2,-10.77224731,0.50120544,0.41419983,0.01650308,-,-,-0.11150385,0.1044566,0.03514343,0.04002593,-,-,-,-,14.69999981,24,10.33333302,1.10714281,-,265.20001221,-,-,-,-,-,-,-,46,1.81085777,20.3921566,26.66666603,-,1954.25,-,-,-,-,-,-,-,-,1.60305011,26.71750069,2.34375,0,5.36000013,494.66204834,24.20000076,18.62863731,73.78832245,6,3.13600063,2.42840028,26,4.06105661,-,-,-,-,-,-,-,6.27450991,9.86399937,13,8.84843063,-,-,5.49870443,18.18572426,0.0091225,3,3.69400001,0,14,-
Sat Aug 14 15:22:42 GMT+05:30 2021,14-Aug-2021 15:22:43.384,73.78832441,18.62863675,2.74,5.36,494.66204833984375,24.2,-10.31733704,-0.12846375,-1.15879822,0.06065537,-,-,0.00797526,-0.00927504,0.01879273,-0.06809215,-,-,-,-,14.69999981,24,10.33333302,1.10714281,-,270.20001221,-,-,-,-,-,-,-,46,1.81085777,20.3921566,18.43137169,-,919.5,-,-,-,-,-,-,-,-,3.18204689,53.03411484,2.34375,0,5.36000013,494.66204834,24.20000076,18.62863731,73.78832245,6,3.13600063,2.42840028,26,6.52669811,-,-,-,-,-,-,-,0,9.86399937,13,8.84843063,-,-,5.02758598,19.8898468,0.0091225,4,4.72700024,0,14,-
Sat Aug 14 15:22:42 GMT+05:30 2021,14-Aug-2021 15:22:44.384,73.78832441,18.62863675,2.74,5.36,494.66204833984375,24.2,-9.96060181,-0.08058167,-0.79248047,0.04018502,-,-,0.01177821,-0.01854853,-0.02586995,0.00780982,-,-,-,-,14.69999981,24,11.25,1.5517242,-,275.8999939,-,-,-,-,-,-,-,46,0.9370175,44.70588303,18.43137169,-,919.5,-,-,-,-,-,-,-,-,3.18204689,53.03411484,2.34375,-6.25,5.36000013,494.66204834,24.20000076,18.62863731,73.78832245,6,4.13600063,1.25656116,26,6.52669811,-,-,-,-,-,-,-,0,9.86399937,14,9.73101139,-,-,5.02758598,19.8898468,0.01517125,5,5.73699999,0,13.89999962,-
Sat Aug 14 15:22:46 GMT+05:30 2021,14-Aug-2021 15:22:45.384,73.78838473,18.62878143,4.22,9.648001,495.9678955078125,17.1,-9.36685181,-0.3678894,-1.21864319,0.03714073,-,-,-0.08386999,0.07687723,-0.03367977,0.06174599,-,-,-,-,14.69999981,24,12,2,-,275.8999939,-,-,-,295.43328857,-,-,-,47,0.99105263,42.35294342,36.47058868,-,1106.75,-,-,-,-,-,-,-,-,1.56373644,26.06227303,2.34375,-1.5625,9.64800072,495.96789551,17.10000038,18.62878227,73.78838348,9,1.1760006,1.32902348,26,6.81677389,-,-,-,-,-,-,-,3.13725495,15.19199848,15,8.55084896,-,-,6.00887966,16.64169121,0.02175264,6,6.71899986,0,13.89999962,-
Sat Aug 14 15:22:47 GMT+05:30 2021,14-Aug-2021 15:22:46.384,73.78839654,18.62882757,4.43,9.648001,496.899169921875,13.4,-9.29023743,0.90823364,0.13887024,0.14579862,-,-,0.69596756,-0.70264155,-0.03538919,0.0837118,-,-,-,-,14.69999981,24,12,2,-,281.29998779,-,-,-,295.43328857,-,-,-,47,0.99105263,42.35294342,30.19607925,-,1106.75,-,-,-,-,-,-,-,-,1.56373644,26.06227303,2.34375,-1.5625,9.64800072,496.89916992,13.39999962,18.62882805,73.78839874,7,1.1760006,1.32902348,26,6.81677389,-,-,-,-,-,-,-,3.13725495,15.947999,15,8.55084896,-,-,6.00887966,16.64169121,0.02175264,7,7.75400019,0,13.89999962,-
Sat Aug 14 15:22:48 GMT+05:30 2021,14-Aug-2021 15:22:47.384,73.78840426,18.62887242,4.49,10.72,497.447509765625,13.4,-10.293396,-1.00714111,-0.03590393,0.06139785,-,-,-0.0019853,0.00634461,0.02001219,-0.10958175,-,-,-,-,14.69999981,24,12.83333302,2.48387098,-,281.29998779,-,-,-,278.35412598,-,-,-,47,2.24090171,31.37254906,30.19607925,-,1200.75,-,-,-,-,-,-,-,-,1.48171687,24.69528198,2.34375,1.5625,10.72000027,497.44750977,13.39999962,18.62887192,73.78840637,9,1.052001,3.00509858,26,5.36639643,-,-,-,-,-,-,-,3.13725495,16.16399956,17,17.82100487,-,-,6.83174658,14.63724041,0.02903708,8,8.72000027,0,13.89999962,-
Sat Aug 14 15:22:49 GMT+05:30 2021,14-Aug-2021 15:22:48.383,73.78841917,18.62891398,4.08,9.648001,497.11962890625,19.2,-10.08988953,0.19474792,-0.79008484,0.03802505,-,-,0.05171871,-0.04661474,0.01122711,-0.11934364,-,-,-,-,14.69999981,24,13.28571415,2.90625,-,286.1000061,-,-,-,295.98144531,-,-,-,47,2.24090171,52.15686417,34.50980377,-,1174.25,-,-,-,-,-,-,-,-,2.12893605,35.48226929,2.34375,1.5625,9.64800072,497.11962891,19.20000076,18.62891388,73.78842163,9,0.16399956,3.00509858,26,7.10684919,-,-,-,-,-,-,-,3.13725495,14.68799973,16,17.82100487,-,-,7.02396727,14.2366724,0.03599,9,9.75300026,0,13.89999962,-
Sat Aug 14 15:22:50 GMT+05:30 2021,14-Aug-2021 15:22:49.383,73.78843332,18.62895713,4.77,10.72,497.0389404296875,18.6,-8.41156006,0.40065002,-1.61369324,0.01162508,-,-,-0.12603001,0.12251671,-0.06101493,-0.01757172,-,-,-,-,14.69999981,24,13.28571415,2.90625,-,292.79998779,-,-,-,295.98144531,-,-,-,47,2.24090171,52.15686417,43.92156982,-,1174.25,-,-,-,-,-,-,-,-,2.12893605,35.48226929,2.34375,1.5625,10.72000027,497.03894043,18.60000038,18.62895775,73.78843689,10,0.16399956,3.00509858,26,7.10684919,-,-,-,-,-,-,-,7.05882359,17.17199898,16,17.82100487,-,-,7.02396727,14.2366724,0.03599,10,10.73200035,0,13.80000019,-
Sat Aug 14 15:22:51 GMT+05:30 2021,14-Aug-2021 15:22:50.384,73.78844096,18.62900808,5.14,10.72,496.58819580078125,16.1,-9.95820618,0.06785583,-1.09414673,0.03383207,-,-,0.05620016,-0.06199174,-0.01537545,0.10592026,-,-,-,-,14.69999981,24,13.875,3.36363626,-,292.79998779,-,-,-,320.32070923,-,-,-,48,2.48332524,50.58823776,43.92156982,-,1370,-,-,-,-,-,-,-,-,2.37937331,39.65621948,2.34375,9.375,10.72000027,496.5881958,16.10000038,18.62900734,73.78844452,13,0.82800102,3.330194,26,8.12211323,-,-,-,-,-,-,-,7.05882359,18.50399971,18,17.30912399,-,-,6.98116398,14.32396126,0.043385,11,11.73099995,0,13.80000019,-
Sat Aug 14 15:22:52 GMT+05:30 2021,14-Aug-2021 15:22:51.384,73.78844371,18.62906293,5.47,10.72,497.23699951171875,16.0,-9.8815918,-0.58335876,-1.17555237,0.04965674,-,-,0.17549881,-0.17352556,-0.06199019,-0.09322949,-,-,-,-,14.69999981,24,14.44444466,3.82352948,-,299.5,-,-,-,307.24645996,-,-,-,48,1.34853613,50.58823776,26.66666603,-,1432,-,-,-,-,-,-,-,-,1.73501229,28.91687202,2.34375,9.375,10.72000027,497.23699951,16,18.62906265,73.78844452,13,0.69199944,1.80841672,26,5.07632065,-,-,-,-,-,-,-,2.74509811,19.69199944,19,8.99252319,-,-,7.40531635,13.5035305,0.05120125,12,12.72599983,0,13.80000019,-
Sat Aug 14 15:22:53 GMT+05:30 2021,14-Aug-2021 15:22:52.383,73.78845094,18.62910858,5.29,10.72,496.70318603515625,16.8,-8.39241028,-0.24577332,-0.70628357,0.02071654,-,-,0.15680766,-0.15692909,-0.12983814,0.07077683,-,-,-,-,14.69999981,24,14.44444466,3.82352948,-,304.5,-,-,-,307.24645996,-,-,-,48,1.34853613,26.66666794,26.66666603,-,1432,-,-,-,-,-,-,-,-,1.73501229,28.91687202,2.34375,3.90625,10.72000027,496.70318604,16.79999924,18.62910843,73.78845215,13,0.69199944,1.80841672,26,5.07632065,-,-,-,-,-,-,-,0,19.04399872,19,8.99252319,-,-,7.40531635,13.5035305,0.05120125,13,13.72599983,0,13.80000019,-
Sat Aug 14 15:22:54 GMT+05:30 2021,14-Aug-2021 15:22:53.383,73.78846264,18.62915429,4.94,5.36,497.40234375,11.5,-10.07313538,0.58500671,0.2633667,0.03620866,-,-,0.09182715,-0.09615836,0.08517546,0.04368586,-,-,-,-,14.69999981,24,14.80000019,4.22857141,-,304.5,-,-,-,292.10464478,-,-,-,48,1.34853613,26.27450943,21.1764698,-,1323.5,-,-,-,-,-,-,-,-,1.5544554,25.90758896,2.34375,0,5.36000013,497.40234375,11.5,18.62915421,73.78845978,13,1.04399872,1.80841672,26,4.35113192,-,-,-,-,-,-,-,0,17.7840004,18,8.99252319,-,-,7.94058323,12.59327126,0.05917167,14,14.74800014,0,13.80000019,-
