 Device Time,Trip Time(Since journey start)(s),Engine RPM(rpm),Speed (OBD)(km/h),Engine kW (At the wheels)(kW),Torque(Nm),,,
47:51.3,708,1857,63,3.33114481,17.12945747,194.4687866,194.5428571,0.999619259
47:52.3,709,1821.25,62,3.33114481,17.12945747,194.4687866,190.797619,1.01924116
47:53.3,710,1821.25,62,3.33114481,17.12945747,194.4687866,190.797619,1.01924116
47:54.3,711,1813.5,61,-,-,#VALUE!,189.9857143,#VALUE!
47:55.3,712,1845,61,-,-,#VALUE!,193.2857143,#VALUE!
47:56.3,713,1845,62,3.44879055,17.84976387,193.2121105,193.2857143,0.999619197
47:57.3,714,1859.25,62,3.44879055,17.84976387,193.2121105,194.7785714,0.991957735
47:58.3,715,1859.25,63,3.48643923,17.90632057,194.7043904,194.7785714,0.999619152
47:59.3,716,1878.25,63,3.48643923,17.90632057,194.7043904,196.7690476,0.989507205
48:00.3,717,1878.25,63,3.48643923,17.90632057,194.7043904,196.7690476,0.989507205
48:01.3,718,1885.75,63,-,-,#VALUE!,197.5547619,#VALUE!
48:02.3,719,1885.75,63,-,-,#VALUE!,197.5547619,#VALUE!
48:03.3,720,1876.75,62,-,-,#VALUE!,196.6119048,#VALUE!
48:04.3,721,1876.75,62,-,-,#VALUE!,196.6119048,#VALUE!
48:05.3,722,1848.25,62,-,-,#VALUE!,193.6261905,#VALUE!
48:06.3,723,1848.25,62,-,-,#VALUE!,193.6261905,#VALUE!
48:07.3,724,1779.25,59,-,-,#VALUE!,186.397619,#VALUE!
48:08.3,725,1780.5,59,-,-,#VALUE!,186.5285714,#VALUE!
48:09.3,726,1780.5,60,3.52830744,18.92284775,186.4575294,186.5285714,0.999619136
48:10.3,727,1808,60,3.52830744,18.92284775,186.4575294,189.4095238,0.984414752
48:11.3,728,1808,62,6.96208668,36.77079773,189.3373848,189.4095238,0.999619137
48:12.3,729,1870.75,63,3.5280087,18.0084343,195.908686,195.9833333,0.999619114
48:13.3,730,1870.75,63,3.5280087,18.0084343,195.908686,195.9833333,0.999619114
48:14.3,731,1919.75,66,11.47473335,57.07683945,201.0400972,201.1166667,0.999619278
48:15.3,732,1919.75,66,11.47473335,57.07683945,201.0400972,201.1166667,0.999619278
48:16.3,733,1950.5,67,3.64986157,17.86868095,204.2602686,204.3380952,0.999619128
48:17.3,734,1950.5,67,3.64986157,17.86868095,204.2602686,204.3380952,0.999619128
48:18.3,735,1935.25,67,3.64986157,17.86868095,204.2602686,202.7404762,1.007496246
48:19.3,736,1935.25,67,3.64986157,17.86868095,204.2602686,202.7404762,1.007496246
48:20.3,737,1934.25,67,-,-,#VALUE!,202.6357143,#VALUE!
48:21.3,738,1934.25,67,-,-,#VALUE!,202.6357143,#VALUE!
48:22.3,739,1962.5,66,-,-,#VALUE!,205.5952381,#VALUE!
48:23.3,740,1962.5,66,-,-,#VALUE!,205.5952381,#VALUE!
48:24.3,741,1956,67,3.70972657,18.11069489,204.8362359,204.9142857,0.99961911
48:25.3,742,1956,67,3.70972657,18.11069489,204.8362359,204.9142857,0.99961911
48:26.3,743,1955,66,3.70972657,18.11069489,204.8362359,204.8095238,1.000130424
48:27.3,744,1955,66,3.70972657,18.11069489,204.8362359,204.8095238,1.000130424
48:28.3,745,1973.5,68,7.53789186,36.47327805,206.6688892,206.747619,0.999619198
48:29.3,746,1973.5,68,7.53789186,36.47327805,206.6688892,206.747619,0.999619198
48:30.3,747,1989.25,67,7.53789186,36.47327805,206.6688892,208.397619,0.991704656
48:31.3,748,1989.25,67,7.53789186,36.47327805,206.6688892,208.397619,0.991704656
48:32.3,749,1950.75,66,-,-,#VALUE!,204.3642857,#VALUE!
48:33.3,750,1950.75,66,-,-,#VALUE!,204.3642857,#VALUE!
48:34.3,751,1927.25,67,3.77355361,18.69710922,201.8255103,201.902381,0.999619268
48:35.3,752,1927.25,67,3.77355361,18.69710922,201.8255103,201.902381,0.999619268
48:36.3,753,1901.75,64,3.77355361,18.69710922,201.8255103,199.2309524,1.013022866
48:37.3,754,1883.25,64,3.77355361,18.69710922,201.8255103,197.2928571,1.022974239
48:38.3,755,1883.25,63,-,-,#VALUE!,197.2928571,#VALUE!
48:39.3,756,1878.25,62,-,-,#VALUE!,196.7690476,#VALUE!
48:40.3,757,1878.25,62,-,-,#VALUE!,196.7690476,#VALUE!
48:41.3,758,1897,64,7.00818729,35.27770996,198.6576594,198.7333333,0.999619219
48:42.3,759,1897,64,7.00818729,35.27770996,198.6576594,198.7333333,0.999619219
48:43.3,760,1866.25,64,7.00818729,35.27770996,198.6576594,195.5119048,1.016089837
48:44.3,761,1866.25,64,7.00818729,35.27770996,198.6576594,195.5119048,1.016089837
48:45.3,762,1828.25,62,-,-,#VALUE!,191.5309524,#VALUE!
48:46.3,763,1828.25,62,-,-,#VALUE!,191.5309524,#VALUE!
48:47.3,764,1661.75,54,-,-,#VALUE!,174.0880952,#VALUE!
48:48.3,765,1661.75,54,-,-,#VALUE!,174.0880952,#VALUE!
48:49.3,766,1494,52,-,-,#VALUE!,156.5142857,#VALUE!
48:50.3,767,1494,52,-,-,#VALUE!,156.5142857,#VALUE!
48:51.3,768,1518,52,-,-,#VALUE!,159.0285714,#VALUE!
48:52.3,769,1518,52,-,-,#VALUE!,159.0285714,#VALUE!
48:53.3,770,1533.75,52,-,-,#VALUE!,160.6785714,#VALUE!
48:54.3,771,1533.75,52,-,-,#VALUE!,160.6785714,#VALUE!
48:55.3,772,1534,51,-,-,#VALUE!,160.7047619,#VALUE!
48:56.3,773,1534,51,-,-,#VALUE!,160.7047619,#VALUE!
48:57.3,774,1469,50,-,-,#VALUE!,153.8952381,#VALUE!
48:58.3,775,1469,50,-,-,#VALUE!,153.8952381,#VALUE!
48:59.3,776,1369.25,47,-,-,#VALUE!,143.4452381,#VALUE!
49:00.3,777,1369.25,47,-,-,#VALUE!,143.4452381,#VALUE!
49:01.3,778,1372,47,-,-,#VALUE!,143.7333333,#VALUE!
49:02.3,779,1372,47,-,-,#VALUE!,143.7333333,#VALUE!
49:03.3,780,1441.25,49,5.48234844,36.32363892,150.9305951,150.9880952,0.999619175
49:04.3,781,1441.25,49,5.48234844,36.32363892,150.9305951,150.9880952,0.999619175
49:05.3,782,1521.75,53,11.11171532,69.72681427,159.3607199,159.4214286,0.999619194
49:06.3,783,1521.75,53,11.11171532,69.72681427,159.3607199,159.4214286,0.999619194
49:07.3,784,1546.25,52,11.11171532,69.72681427,159.3607199,161.9880952,0.983780442
49:08.3,785,1546.25,52,11.11171532,69.72681427,159.3607199,161.9880952,0.983780442
49:09.3,786,1553.5,53,3.09644461,19.0333004,162.6856375,162.747619,0.999619156
49:10.3,787,1539.75,53,3.09644461,19.0333004,162.6856375,161.3071429,1.008545776
49:11.3,788,1539.75,52,3.09644461,19.0333004,162.6856375,161.3071429,1.008545776
49:12.3,789,1562,52,3.09644461,19.0333004,162.6856375,163.6380952,0.994179487
49:13.3,790,1562,54,6.07639694,37.14728928,163.5757833,163.6380952,0.999619209
49:14.3,791,1608.25,54,6.07639694,37.14728928,163.5757833,168.4833333,0.970872193
49:15.3,792,1608.25,55,2.85779452,16.96834373,168.419179,168.4833333,0.999619224
49:16.3,793,1637.75,56,2.85779452,18.54448318,154.104835,171.5738095,0.898183909
49:17.3,794,1637.75,56,3.18053603,18.54448318,171.508475,171.5738095,0.999619205
49:18.3,795,1682.5,56,3.18053603,18.54448318,171.508475,176.2619048,0.973032007
49:19.3,796,1682.5,56,3.18053603,18.54448318,171.508475,176.2619048,0.973032007
49:20.3,797,1693,57,3.13833046,17.70124245,177.2943605,177.3619048,0.999619173
49:21.3,798,1693,57,3.13833046,17.70124245,177.2943605,177.3619048,0.999619173
49:22.3,799,1738,60,10.59066296,58.18826294,182.0068589,182.0761905,0.999619216
49:23.3,800,1738,60,10.59066296,58.18826294,182.0068589,182.0761905,0.999619216
49:24.3,801,1702.5,57,10.59066296,58.18826294,182.0068589,178.3571429,1.020462965
49:25.3,802,1702.5,57,10.59066296,58.18826294,182.0068589,178.3571429,1.020462965
49:26.3,803,1703.75,58,3.11094928,17.43608856,178.4201353,178.4880952,0.999619247
49:27.3,804,1703.75,58,3.11094928,17.43608856,178.4201353,178.4880952,0.999619247
49:28.3,805,1709,58,3.11094928,17.43608856,178.4201353,179.0380952,0.996548444
49:29.3,806,1709,58,3.11094928,17.43608856,178.4201353,179.0380952,0.996548444
49:30.3,807,1710.5,57,-,-,#VALUE!,179.1952381,#VALUE!
49:31.3,808,1710.5,57,-,-,#VALUE!,179.1952381,#VALUE!
49:32.3,809,1730,59,6.86055231,37.86823273,181.1690648,181.2380952,0.999619117
49:33.3,810,1730,59,6.86055231,37.86823273,181.1690648,181.2380952,0.999619117
49:34.3,811,1706.25,59,6.86055231,37.86823273,181.1690648,178.75,1.01353323
49:35.3,812,1706.25,59,6.86055231,37.86823273,181.1690648,178.75,1.01353323
49:36.3,813,1717.25,57,-,-,#VALUE!,179.902381,#VALUE!
49:37.3,814,1717.25,57,-,-,#VALUE!,179.902381,#VALUE!
49:38.3,815,1707.5,58,3.34514165,18.70750427,178.812823,178.8809524,0.999619136
49:39.3,816,1707.5,58,3.34514165,18.70750427,178.812823,178.8809524,0.999619136
49:40.3,817,1709.75,58,3.34514165,18.70750427,178.812823,179.1166667,0.998303655
49:41.3,818,1709.75,58,3.34514165,18.70750427,178.812823,179.1166667,0.998303655
49:42.3,819,1687,58,-,-,#VALUE!,176.7333333,#VALUE!
49:43.3,820,1687,58,-,-,#VALUE!,176.7333333,#VALUE!
49:44.3,821,1656.5,57,-,-,#VALUE!,173.5380952,#VALUE!
49:45.3,822,1656.5,57,-,-,#VALUE!,173.5380952,#VALUE!
49:46.3,823,1635,56,-,-,#VALUE!,171.2857143,#VALUE!
49:47.3,824,1626,56,-,-,#VALUE!,170.3428571,#VALUE!
49:48.3,825,1626,56,-,-,#VALUE!,170.3428571,#VALUE!
49:49.3,826,1630,55,-,-,#VALUE!,170.7619048,#VALUE!
49:50.3,827,1630,55,-,-,#VALUE!,170.7619048,#VALUE!
49:51.3,828,1678.5,57,6.48489141,36.89295197,175.7758884,175.8428571,0.999619156
49:52.3,829,1678.5,57,6.48489141,36.89295197,175.7758884,175.8428571,0.999619156
49:53.3,830,1734,59,6.74796581,37.16086578,181.58796,181.6571429,0.999619157
49:54.3,831,1734,59,6.74796581,37.16086578,181.58796,181.6571429,0.999619157
49:55.3,832,1779.75,60,3.35829091,18.01861382,186.3789825,186.45,0.999619107
49:56.3,833,1779.75,60,3.35829091,18.01861382,186.3789825,186.45,0.999619107
49:57.3,834,1800,63,10.34801483,54.89674377,188.4996107,188.5714286,0.999619148
49:58.3,835,1800,63,10.34801483,54.89674377,188.4996107,188.5714286,0.999619148
49:59.7,836,1824.75,60,10.34801483,54.89674377,188.4996107,191.1642857,0.986060812
50:00.3,837,1824.75,60,10.34801483,54.89674377,188.4996107,191.1642857,0.986060812
50:01.3,838,1801.25,61,3.42844987,18.17547798,188.6305204,188.702381,0.999619186
50:02.3,839,1801.25,61,3.42844987,18.17547798,188.6305204,188.702381,0.999619186
50:03.3,840,1773.75,60,3.42844987,18.17547798,188.6305204,185.8214286,1.015117158
50:04.3,841,1773.75,60,3.42844987,18.17547798,188.6305204,185.8214286,1.015117158
50:05.3,842,1767.5,60,-,-,#VALUE!,185.1666667,#VALUE!
50:06.3,843,1767.5,60,-,-,#VALUE!,185.1666667,#VALUE!
50:07.3,844,1781.5,60,-,-,#VALUE!,186.6333333,#VALUE!
50:08.3,845,1781.5,60,-,-,#VALUE!,186.6333333,#VALUE!
50:09.3,846,1788.5,61,3.49760151,18.67426109,187.2953095,187.3666667,0.999619157
50:10.3,847,1788.5,61,3.49760151,18.67426109,187.2953095,187.3666667,0.999619157
50:11.3,848,1811.25,61,3.49760151,18.67426109,187.2953095,189.75,0.987063555
50:12.3,849,1811.25,61,3.49760151,18.67426109,187.2953095,189.75,0.987063555
50:13.3,850,1840,64,10.70214462,55.54117203,192.6884909,192.7619048,0.999619147
50:14.3,851,1840,64,10.70214462,55.54117203,192.6884909,192.7619048,0.999619147
50:15.3,852,1870.25,64,10.70214462,55.54117203,192.6884909,195.9309524,0.983450999
50:16.3,853,1870.25,64,10.70214462,55.54117203,192.6884909,195.9309524,0.983450999
50:17.3,854,1907.25,64,-,-,#VALUE!,199.8071429,#VALUE!
50:18.3,855,1907.25,64,-,-,#VALUE!,199.8071429,#VALUE!
50:19.3,856,1888.5,65,3.64570379,18.43428993,197.7675193,197.8428571,0.999619204
50:20.3,857,1888.5,65,3.64570379,18.43428993,197.7675193,197.8428571,0.999619204
50:21.3,858,1903,64,3.64570379,18.43428993,197.7675193,199.3619048,0.992002557
50:22.3,859,1898.25,64,3.64570379,18.43428993,197.7675193,198.8642857,0.99448485
50:23.3,860,1898.25,65,3.7629292,18.92930412,198.7885649,198.8642857,0.999619234
50:24.3,861,1911.25,64,3.7629292,18.92930412,198.7885649,200.2261905,0.992819992
50:25.3,862,1911.25,64,3.7629292,18.92930412,198.7885649,200.2261905,0.992819992
50:26.3,863,1925,65,3.64192224,18.06599808,201.589872,201.6666667,0.9996192
50:27.3,864,1925,65,3.64192224,18.06599808,201.589872,201.6666667,0.9996192
50:28.3,865,1920,65,3.64192224,18.06599808,201.589872,201.1428571,1.002222375
50:29.3,866,1920,65,3.64192224,18.06599808,201.589872,201.1428571,1.002222375
50:30.3,867,1876.75,62,-,-,#VALUE!,196.6119048,#VALUE!
50:31.3,868,1876.75,62,-,-,#VALUE!,196.6119048,#VALUE!
50:32.3,869,1800.5,61,-,-,#VALUE!,188.6238095,#VALUE!
50:33.3,870,1800.5,61,-,-,#VALUE!,188.6238095,#VALUE!
50:34.3,871,1722.75,58,-,-,#VALUE!,180.4785714,#VALUE!
50:35.3,872,1722.75,58,-,-,#VALUE!,180.4785714,#VALUE!
50:36.3,873,1658.75,57,-,-,#VALUE!,173.7738095,#VALUE!
50:37.3,874,1658.75,57,-,-,#VALUE!,173.7738095,#VALUE!
50:38.3,875,1590.75,54,-,-,#VALUE!,166.65,#VALUE!
50:39.3,876,1590.75,54,-,-,#VALUE!,166.65,#VALUE!
50:40.3,877,1477.75,49,-,-,#VALUE!,154.8119048,#VALUE!
50:41.3,878,1477.75,49,-,-,#VALUE!,154.8119048,#VALUE!
50:42.3,879,1287.25,42,-,-,#VALUE!,134.8547619,#VALUE!
50:43.3,880,1287.25,42,-,-,#VALUE!,134.8547619,#VALUE!
50:44.3,881,1051.75,34,-,-,#VALUE!,110.1833333,#VALUE!
50:45.3,882,1051.75,34,-,-,#VALUE!,110.1833333,#VALUE!
50:46.3,883,732.5,26,-,-,#VALUE!,76.73809524,#VALUE!
50:47.3,884,720.5,26,-,-,#VALUE!,75.48095238,#VALUE!
50:48.3,885,720.5,20,-,-,#VALUE!,75.48095238,#VALUE!
50:49.3,886,720.5,20,-,-,#VALUE!,75.48095238,#VALUE!
50:50.3,887,779.25,13,-,-,#VALUE!,81.63571429,#VALUE!
50:51.3,888,779.25,13,-,-,#VALUE!,81.63571429,#VALUE!
50:52.3,889,776.75,10,-,-,#VALUE!,81.37380952,#VALUE!
50:53.3,890,776.75,10,-,-,#VALUE!,81.37380952,#VALUE!
50:54.3,891,733.75,6,-,-,#VALUE!,76.86904762,#VALUE!
50:55.3,892,733.75,6,-,-,#VALUE!,76.86904762,#VALUE!
50:56.3,893,1013.25,5,-,-,#VALUE!,106.15,#VALUE!
50:57.3,894,1013.25,5,-,-,#VALUE!,106.15,#VALUE!
50:58.3,895,1451,10,2.72239661,17.91620445,151.9516378,152.0095238,0.999619195
50:59.3,896,1451,10,2.72239661,17.91620445,151.9516378,152.0095238,0.999619195
51:00.3,897,2348.75,18,7.67417526,31.20016861,245.9658265,246.0595238,0.999619209
51:01.3,898,2348.75,18,7.67417526,31.20016861,245.9658265,246.0595238,0.999619209
51:02.3,899,1510.5,21,3.48645282,22.04068375,158.1826072,158.2428571,0.999619256
51:03.3,900,2186.5,21,3.48645282,22.04068375,158.1826072,229.0619048,0.690567065
51:04.3,901,2186.5,31,18.13083839,79.18271637,228.9746958,229.0619048,0.999619278
51:05.3,902,1752,35,8.09606457,44.12674713,183.4729523,183.5428571,0.999619136
51:06.3,903,1752,35,8.09606457,44.12674713,183.4729523,183.5428571,0.999619136
51:07.3,904,1974.25,41,14.18797493,68.62467957,206.7474124,206.8261905,0.99961911
51:08.3,905,1974.25,41,14.18797493,68.62467957,206.7474124,206.8261905,0.99961911
51:09.3,906,2203.75,45,10.32083511,44.72130966,230.7811464,230.8690476,0.999619259
51:10.3,907,2203.75,45,10.32083511,44.72130966,230.7811464,230.8690476,0.999619259
51:11.3,908,2292.25,48,7.99360132,33.29986954,240.0490281,240.1404762,0.999619189
51:12.3,909,2292.25,48,7.99360132,33.29986954,240.0490281,240.1404762,0.999619189
51:13.3,910,2207.75,44,7.99360132,33.29986954,240.0490281,231.2880952,1.037878875
51:14.3,911,2207.75,44,7.99360132,33.29986954,240.0490281,231.2880952,1.037878875
51:15.3,912,1852.75,37,-,-,#VALUE!,194.097619,#VALUE!
51:16.3,913,1852.75,37,-,-,#VALUE!,194.097619,#VALUE!
51:17.3,914,1330.25,26,-,-,#VALUE!,139.3595238,#VALUE!
51:18.3,915,1330.25,26,-,-,#VALUE!,139.3595238,#VALUE!
51:19.3,916,817,16,-,-,#VALUE!,85.59047619,#VALUE!
51:20.3,917,817,16,-,-,#VALUE!,85.59047619,#VALUE!
51:21.3,918,765,16,-,-,#VALUE!,80.14285714,#VALUE!
51:22.3,919,765,16,-,-,#VALUE!,80.14285714,#VALUE!
51:23.3,920,1029.25,21,5.91376019,54.86619568,107.7851328,107.8261905,0.999619224
51:24.3,921,1029.25,21,5.91376019,54.86619568,107.7851328,107.8261905,0.999619224
51:25.3,922,1261.75,26,7.31417131,55.35461426,132.1330012,132.1833333,0.999619224
51:26.3,923,1261.75,26,7.31417131,55.35461426,132.1330012,132.1833333,0.999619224
51:27.3,924,1517.75,32,11.07354259,69.67041016,158.9418315,159.002381,0.999619191
51:28.3,925,1517.75,32,11.07354259,69.67041016,158.9418315,159.002381,0.999619191
51:29.3,926,1827.25,38,12.13282585,63.4053688,191.3532888,191.4261905,0.999619166
51:30.3,927,1827.25,38,12.13282585,63.4053688,191.3532888,191.4261905,0.999619166
51:31.3,928,1848,38,12.13282585,63.4053688,191.3532888,193.6,0.988395087
51:32.3,929,1848,38,12.13282585,63.4053688,191.3532888,193.6,0.988395087
51:33.3,930,1477.25,39,2.0763731,13.42188263,154.7005854,154.7595238,0.999619161
51:34.3,931,1403.75,39,2.0763731,13.42188263,154.7005854,147.0595238,1.051958971
51:35.3,932,1403.75,39,2.0763731,13.42188263,154.7005854,147.0595238,1.051958971
51:36.3,933,1501.5,41,4.56834555,29.05330849,157.2401144,157.3,0.99961929
51:37.3,934,1501.5,41,4.56834555,29.05330849,157.2401144,157.3,0.99961929
51:38.3,935,1594.25,44,7.20529032,43.15758133,166.9530613,167.0166667,0.999619167
51:39.3,936,1594.25,44,7.20529032,43.15758133,166.9530613,167.0166667,0.999619167
51:40.3,937,1538.5,41,7.20529032,43.15758133,166.9530613,161.1761905,1.035841961
51:41.3,938,1538.5,41,7.20529032,43.15758133,166.9530613,161.1761905,1.035841961
51:42.3,939,1508,40,-,-,#VALUE!,157.9809524,#VALUE!
51:43.3,940,1508,40,-,-,#VALUE!,157.9809524,#VALUE!
51:44.3,941,1457,39,-,-,#VALUE!,152.6380952,#VALUE!
51:45.3,942,1457,39,-,-,#VALUE!,152.6380952,#VALUE!
51:46.3,943,1380,37,-,-,#VALUE!,144.5714286,#VALUE!
51:47.3,944,1380,37,-,-,#VALUE!,144.5714286,#VALUE!
51:48.3,945,1376.5,37,-,-,#VALUE!,144.2047619,#VALUE!
51:49.3,946,1376.5,37,-,-,#VALUE!,144.2047619,#VALUE!
51:50.3,947,1363.5,37,-,-,#VALUE!,142.8428571,#VALUE!
51:51.3,948,1363.5,37,-,-,#VALUE!,142.8428571,#VALUE!
51:52.3,949,1360.5,38,2.12141442,14.88980484,142.4742932,142.5285714,0.999619176
51:53.3,950,1360.5,38,2.12141442,14.88980484,142.4742932,142.5285714,0.999619176
51:54.3,951,1506.5,40,4.4661355,28.30901718,157.7637073,157.8238095,0.999619181
51:55.3,952,1506.5,40,4.4661355,28.30901718,157.7637073,157.8238095,0.999619181
51:56.3,953,1592.25,44,9.84076309,59.01733017,166.7436169,166.8071429,0.999619165
51:57.3,954,1592.25,44,9.84076309,59.01733017,166.7436169,166.8071429,0.999619165
51:58.3,955,1561,43,9.84076309,59.01733017,166.7436169,163.5333333,1.019630759
51:59.3,956,1578.5,43,9.84076309,59.01733017,166.7436169,165.3666667,1.008326649
52:00.3,957,1578.5,41,-,-,#VALUE!,165.3666667,#VALUE!
52:01.3,958,1624.5,41,-,-,#VALUE!,170.1857143,#VALUE!
52:02.3,959,1624.5,44,7.14392281,41.99320984,170.1209038,170.1857143,0.999619178
52:03.3,960,1669,45,2.52394009,14.44058418,174.781024,174.847619,0.999619125
52:04.3,961,1669,45,2.52394009,14.44058418,174.781024,174.847619,0.999619125
52:05.3,962,1637,43,2.52394009,14.44058418,174.781024,171.4952381,1.019159633
52:06.3,963,1637,43,2.52394009,14.44058418,174.781024,171.4952381,1.019159633
52:07.3,964,1394.5,43,2.52394009,14.44058418,174.781024,146.0904762,1.196388899
52:08.3,965,1394.5,36,-,-,#VALUE!,146.0904762,#VALUE!
52:09.3,966,1031.75,36,-,-,#VALUE!,108.0880952,#VALUE!
52:10.3,967,1031.75,27,-,-,#VALUE!,108.0880952,#VALUE!
52:11.3,968,889.75,19,-,-,#VALUE!,93.21190476,#VALUE!
52:12.3,969,889.75,19,-,-,#VALUE!,93.21190476,#VALUE!
52:13.3,970,949.25,19,-,-,#VALUE!,99.4452381,#VALUE!
52:14.3,971,949.25,19,-,-,#VALUE!,99.4452381,#VALUE!
52:15.3,972,1118.5,22,3.68837595,31.48917198,117.1315636,117.1761905,0.999619147
52:16.3,973,1118.5,22,3.68837595,31.48917198,117.1315636,117.1761905,0.999619147
52:17.3,974,1325,28,9.52658558,68.65677643,138.7566687,138.8095238,0.999619226
52:18.3,975,1325,28,9.52658558,68.65677643,138.7566687,138.8095238,0.999619226
52:19.3,976,1531.5,32,7.28896189,45.44757843,160.381744,160.4428571,0.999619097
52:20.3,977,1531.5,32,7.28896189,45.44757843,160.381744,160.4428571,0.999619097
52:21.3,978,1782,37,10.36544228,55.54463959,186.6146285,186.6857143,0.999619222
52:22.3,979,1782,37,10.36544228,55.54463959,186.6146285,186.6857143,0.999619222
52:23.3,980,1993,41,9.15557671,43.86725235,208.7109682,208.7904762,0.999619197
52:24.3,981,1993,41,9.15557671,43.86725235,208.7109682,208.7904762,0.999619197
52:25.3,982,1537,41,9.15557671,43.86725235,208.7109682,161.0190476,1.296188068
52:26.3,983,1537,41,9.15557671,43.86725235,208.7109682,161.0190476,1.296188068
52:27.3,984,1575.75,43,4.84364939,29.35265732,165.0157033,165.0785714,0.999619162
52:28.3,985,1575.75,43,4.84364939,29.35265732,165.0157033,165.0785714,0.999619162
52:29.3,986,1562.25,43,4.84364939,29.35265732,165.0157033,163.6642857,1.008257254
52:30.3,987,1562.25,43,4.84364939,29.35265732,165.0157033,163.6642857,1.008257254
52:31.3,988,1143.75,35,-,-,#VALUE!,119.8214286,#VALUE!
52:32.3,989,1143.75,35,-,-,#VALUE!,119.8214286,#VALUE!
52:33.3,990,804.25,30,-,-,#VALUE!,84.2547619,#VALUE!
52:34.3,991,804.25,30,-,-,#VALUE!,84.2547619,#VALUE!
52:35.3,992,781.25,25,-,-,#VALUE!,81.8452381,#VALUE!
52:36.3,993,781.25,25,-,-,#VALUE!,81.8452381,#VALUE!
52:37.3,994,785.25,21,-,-,#VALUE!,82.26428571,#VALUE!
52:38.3,995,785.25,21,-,-,#VALUE!,82.26428571,#VALUE!
52:39.3,996,789.25,15,-,-,#VALUE!,82.68333333,#VALUE!
52:40.3,997,778,15,-,-,#VALUE!,81.5047619,#VALUE!
52:41.3,998,778,5,-,-,#VALUE!,81.5047619,#VALUE!
52:42.3,999,805,5,-,-,#VALUE!,84.33333333,#VALUE!
52:43.3,1000,805,0,-,-,#VALUE!,84.33333333,#VALUE!
52:44.3,1001,1308.5,4,0.89507776,6.53204346,137.0287515,137.0809524,0.999619197
52:45.3,1002,1308.5,4,0.89507776,6.53204346,137.0287515,137.0809524,0.999619197
52:46.3,1003,1633,11,4.22228527,24.69013214,171.0110438,171.0761905,0.999619195
52:47.3,1004,1633,11,4.22228527,24.69013214,171.0110438,171.0761905,0.999619195
52:48.3,1005,1981.5,13,1.45074403,6.99131298,207.5066635,207.5857143,0.99961919
52:49.3,1006,1981.5,13,1.45074403,6.99131298,207.5066635,207.5857143,0.99961919
52:50.3,1007,1158.5,16,2.68523335,22.13339615,121.3204396,121.3666667,0.999619112
52:51.3,1008,1158.5,16,2.68523335,22.13339615,121.3204396,121.3666667,0.999619112
52:52.3,1009,1734.25,25,12.4900074,68.7722168,181.6141457,181.6833333,0.999619185
52:53.3,1010,1734.25,25,12.4900074,68.7722168,181.6141457,181.6833333,0.999619185
52:54.3,1011,2248,29,6.70817471,28.4950943,235.4150732,235.5047619,0.999619164
52:55.3,1012,2248,29,6.70817471,28.4950943,235.4150732,235.5047619,0.999619164
52:56.3,1013,1424.75,29,6.70817471,28.4950943,235.4150732,149.2595238,1.577219779
52:57.3,1014,1424.75,29,6.70817471,28.4950943,235.4150732,149.2595238,1.577219779
52:58.3,1015,1475.25,30,1.6559732,10.71888733,154.4911472,154.55,0.999619199
52:59.3,1016,1475.25,30,1.6559732,10.71888733,154.4911472,154.55,0.999619199
53:00.3,1017,1526.25,31,1.73511112,10.85584545,159.8319659,159.8928571,0.999619175
53:01.3,1018,1526.25,31,1.73511112,10.85584545,159.8319659,159.8928571,0.999619175
53:02.3,1019,1684.75,34,5.86091185,33.21939468,176.4304228,176.497619,0.99961928
53:03.3,1020,1684.75,34,5.86091185,33.21939468,176.4304228,176.497619,0.99961928
53:04.3,1021,1642.25,34,5.86091185,33.21939468,176.4304228,172.0452381,1.025488556
53:05.3,1022,1642.25,34,5.86091185,33.21939468,176.4304228,172.0452381,1.025488556
53:06.3,1023,1501,31,-,-,#VALUE!,157.247619,#VALUE!
53:07.3,1024,1207.75,31,-,-,#VALUE!,126.5261905,#VALUE!
53:08.3,1025,1207.75,25,-,-,#VALUE!,126.5261905,#VALUE!
53:09.3,1026,1219.5,25,-,-,#VALUE!,127.7571429,#VALUE!
53:10.3,1027,1219.5,25,-,-,#VALUE!,127.7571429,#VALUE!
53:11.3,1028,1404.75,25,-,-,#VALUE!,147.1642857,#VALUE!
53:12.3,1029,1404.75,29,6.41293192,43.59328461,147.1082525,147.1642857,0.999619247
53:13.3,1030,1168.25,29,6.41293192,43.59328461,147.1082525,122.3880952,1.201981714
53:14.3,1031,1168.25,29,6.41293192,43.59328461,147.1082525,122.3880952,1.201981714
53:15.3,1032,757.5,25,-,-,#VALUE!,79.35714286,#VALUE!
53:16.3,1033,757.5,25,-,-,#VALUE!,79.35714286,#VALUE!
53:17.3,1034,768.25,20,-,-,#VALUE!,80.48333333,#VALUE!
53:18.3,1035,768.25,20,-,-,#VALUE!,80.48333333,#VALUE!
53:19.3,1036,813.5,12,-,-,#VALUE!,85.22380952,#VALUE!
53:20.3,1037,813.5,12,-,-,#VALUE!,85.22380952,#VALUE!
53:21.3,1038,784.25,2,-,-,#VALUE!,82.15952381,#VALUE!
53:22.3,1039,784.25,2,-,-,#VALUE!,82.15952381,#VALUE!
53:23.3,1040,726.5,0,-,-,#VALUE!,76.10952381,#VALUE!
